,Origin,Dest,Count
0,alternative,alternative,501
1,alternative,blues,57
2,alternative,country,31
3,alternative,dance,108
4,alternative,disco,36
5,alternative,electronic,69
6,alternative,folk,110
7,alternative,indie,196
8,alternative,jazz,51
9,alternative,latin,19
10,alternative,metal,84
11,alternative,pop,331
12,alternative,rap,21
13,alternative,reggae,11
14,alternative,rock,426
15,blues,alternative,57
16,blues,blues,404
17,blues,country,44
18,blues,dance,46
19,blues,disco,17
20,blues,electronic,12
21,blues,folk,58
22,blues,indie,31
23,blues,jazz,168
24,blues,latin,4
25,blues,metal,30
26,blues,pop,171
27,blues,rap,18
28,blues,reggae,7
29,blues,rock,236
30,country,alternative,31
31,country,blues,44
32,country,country,266
33,country,dance,21
34,country,disco,1
35,country,electronic,1
36,country,folk,60
37,country,indie,30
38,country,jazz,26
39,country,latin,2
40,country,metal,2
41,country,pop,98
42,country,rap,11
43,country,reggae,1
44,country,rock,110
45,dance,alternative,108
46,dance,blues,46
47,dance,country,21
48,dance,dance,417
49,dance,disco,132
50,dance,electronic,107
51,dance,folk,34
52,dance,indie,61
53,dance,jazz,97
54,dance,latin,25
55,dance,metal,22
56,dance,pop,302
57,dance,rap,47
58,dance,reggae,22
59,dance,rock,229
60,disco,alternative,36
61,disco,blues,17
62,disco,country,1
63,disco,dance,132
64,disco,disco,173
65,disco,electronic,60
66,disco,folk,12
67,disco,indie,11
68,disco,jazz,38
69,disco,latin,11
70,disco,metal,7
71,disco,pop,134
72,disco,rap,7
73,disco,reggae,7
74,disco,rock,82
75,electronic,alternative,69
76,electronic,blues,12
77,electronic,country,1
78,electronic,dance,107
79,electronic,disco,60
80,electronic,electronic,221
81,electronic,folk,16
82,electronic,indie,34
83,electronic,jazz,47
84,electronic,latin,2
85,electronic,metal,16
86,electronic,pop,133
87,electronic,rap,22
88,electronic,reggae,4
89,electronic,rock,113
90,folk,alternative,110
91,folk,blues,58
92,folk,country,60
93,folk,dance,34
94,folk,disco,12
95,folk,electronic,16
96,folk,folk,312
97,folk,indie,51
98,folk,jazz,65
99,folk,latin,10
100,folk,metal,10
101,folk,pop,176
102,folk,rap,7
103,folk,reggae,2
104,folk,rock,195
105,indie,alternative,196
106,indie,blues,31
107,indie,country,30
108,indie,dance,61
109,indie,disco,11
110,indie,electronic,34
111,indie,folk,51
112,indie,indie,298
113,indie,jazz,18
114,indie,latin,7
115,indie,metal,20
116,indie,pop,202
117,indie,rap,14
118,indie,reggae,4
119,indie,rock,238
120,jazz,alternative,51
121,jazz,blues,168
122,jazz,country,26
123,jazz,dance,97
124,jazz,disco,38
125,jazz,electronic,47
126,jazz,folk,65
127,jazz,indie,18
128,jazz,jazz,664
129,jazz,latin,25
130,jazz,metal,18
131,jazz,pop,216
132,jazz,rap,19
133,jazz,reggae,22
134,jazz,rock,169
135,latin,alternative,19
136,latin,blues,4
137,latin,country,2
138,latin,dance,25
139,latin,disco,11
140,latin,electronic,2
141,latin,folk,10
142,latin,indie,7
143,latin,jazz,25
144,latin,latin,86
145,latin,metal,3
146,latin,pop,45
147,latin,rap,3
148,latin,reggae,9
149,latin,rock,40
150,metal,alternative,84
151,metal,blues,30
152,metal,country,2
153,metal,dance,22
154,metal,disco,7
155,metal,electronic,16
156,metal,folk,10
157,metal,indie,20
158,metal,jazz,18
159,metal,latin,3
160,metal,metal,452
161,metal,pop,89
162,metal,rap,10
163,metal,reggae,3
164,metal,rock,306
165,pop,alternative,331
166,pop,blues,171
167,pop,country,98
168,pop,dance,302
169,pop,disco,134
170,pop,electronic,133
171,pop,folk,176
172,pop,indie,202
173,pop,jazz,216
174,pop,latin,45
175,pop,metal,89
176,pop,pop,1350
177,pop,rap,53
178,pop,reggae,21
179,pop,rock,842
180,rap,alternative,21
181,rap,blues,18
182,rap,country,11
183,rap,dance,47
184,rap,disco,7
185,rap,electronic,22
186,rap,folk,7
187,rap,indie,14
188,rap,jazz,19
189,rap,latin,3
190,rap,metal,10
191,rap,pop,53
192,rap,rap,170
193,rap,reggae,1
194,rap,rock,70
195,reggae,alternative,11
196,reggae,blues,7
197,reggae,country,1
198,reggae,dance,22
199,reggae,disco,7
200,reggae,electronic,4
201,reggae,folk,2
202,reggae,indie,4
203,reggae,jazz,22
204,reggae,latin,9
205,reggae,metal,3
206,reggae,pop,21
207,reggae,rap,1
208,reggae,reggae,87
209,reggae,rock,44
210,rock,alternative,426
211,rock,blues,236
212,rock,country,110
213,rock,dance,229
214,rock,disco,82
215,rock,electronic,113
216,rock,folk,195
217,rock,indie,238
218,rock,jazz,169
219,rock,latin,40
220,rock,metal,306
221,rock,pop,842
222,rock,rap,70
223,rock,reggae,44
224,rock,rock,1783
