,Origin,Dest,Count
0,alternative,alternative,14
1,alternative,blues,11
2,alternative,country,4
3,alternative,folk,4
4,alternative,indie,3
5,alternative,jazz,10
6,alternative,metal,3
7,alternative,pop,3
8,alternative,rock,9
9,blues,alternative,11
10,blues,blues,164
11,blues,country,24
12,blues,dance,28
13,blues,disco,1
14,blues,folk,4
15,blues,indie,2
16,blues,jazz,83
17,blues,latin,1
18,blues,metal,4
19,blues,pop,80
20,blues,rock,104
21,country,alternative,4
22,country,blues,24
23,country,country,72
24,country,dance,12
25,country,folk,6
26,country,indie,2
27,country,jazz,7
28,country,latin,6
29,country,metal,4
30,country,pop,18
31,country,rock,34
32,dance,blues,28
33,dance,country,12
34,dance,dance,53
35,dance,disco,1
36,dance,electronic,5
37,dance,jazz,13
38,dance,latin,6
39,dance,metal,1
40,dance,pop,40
41,dance,rap,4
42,dance,rock,31
43,disco,blues,1
44,disco,dance,1
45,disco,disco,2
46,disco,electronic,1
47,disco,jazz,1
48,disco,metal,1
49,disco,pop,2
50,disco,rock,2
51,electronic,dance,5
52,electronic,disco,1
53,electronic,electronic,7
54,electronic,jazz,2
55,electronic,latin,2
56,electronic,metal,1
57,electronic,pop,7
58,electronic,rap,4
59,electronic,rock,1
60,folk,alternative,4
61,folk,blues,4
62,folk,country,6
63,folk,folk,13
64,folk,jazz,2
65,folk,metal,3
66,folk,pop,3
67,folk,reggae,2
68,folk,rock,9
69,indie,alternative,3
70,indie,blues,2
71,indie,country,2
72,indie,indie,6
73,indie,jazz,5
74,indie,pop,3
75,indie,rock,2
76,jazz,alternative,10
77,jazz,blues,83
78,jazz,country,7
79,jazz,dance,13
80,jazz,disco,1
81,jazz,electronic,2
82,jazz,folk,2
83,jazz,indie,5
84,jazz,jazz,205
85,jazz,latin,4
86,jazz,metal,4
87,jazz,pop,53
88,jazz,rap,8
89,jazz,rock,46
90,latin,blues,1
91,latin,country,6
92,latin,dance,6
93,latin,electronic,2
94,latin,jazz,4
95,latin,latin,12
96,latin,pop,4
97,latin,rap,1
98,metal,alternative,3
99,metal,blues,4
100,metal,country,4
101,metal,dance,1
102,metal,disco,1
103,metal,electronic,1
104,metal,folk,3
105,metal,jazz,4
106,metal,metal,9
107,metal,pop,2
108,metal,rock,5
109,pop,alternative,3
110,pop,blues,80
111,pop,country,18
112,pop,dance,40
113,pop,disco,2
114,pop,electronic,7
115,pop,folk,3
116,pop,indie,3
117,pop,jazz,53
118,pop,latin,4
119,pop,metal,2
120,pop,pop,147
121,pop,rap,5
122,pop,rock,85
123,rap,dance,4
124,rap,electronic,4
125,rap,jazz,8
126,rap,latin,1
127,rap,pop,5
128,rap,rap,12
129,reggae,folk,2
130,reggae,reggae,2
131,reggae,rock,2
132,rock,alternative,9
133,rock,blues,104
134,rock,country,34
135,rock,dance,31
136,rock,disco,2
137,rock,electronic,1
138,rock,folk,9
139,rock,indie,2
140,rock,jazz,46
141,rock,metal,5
142,rock,pop,85
143,rock,reggae,2
144,rock,rock,142
