,Origin,Dest,Count
0,blues,blues,79
1,blues,country,14
2,blues,dance,16
3,blues,electronic,1
4,blues,folk,6
5,blues,jazz,39
6,blues,metal,5
7,blues,pop,39
8,blues,rock,49
9,country,blues,14
10,country,country,19
11,country,dance,7
12,country,folk,5
13,country,jazz,14
14,country,metal,5
15,country,pop,9
16,country,rock,9
17,dance,blues,16
18,dance,country,7
19,dance,dance,27
20,dance,jazz,15
21,dance,pop,20
22,dance,rock,14
23,electronic,blues,1
24,electronic,electronic,1
25,electronic,jazz,1
26,folk,blues,6
27,folk,country,5
28,folk,folk,7
29,folk,jazz,5
30,folk,metal,5
31,folk,rock,5
32,indie,indie,1
33,indie,pop,1
34,indie,rock,1
35,jazz,blues,39
36,jazz,country,14
37,jazz,dance,15
38,jazz,electronic,1
39,jazz,folk,5
40,jazz,jazz,134
41,jazz,metal,8
42,jazz,pop,43
43,jazz,rock,27
44,metal,blues,5
45,metal,country,5
46,metal,folk,5
47,metal,jazz,8
48,metal,metal,8
49,metal,rock,5
50,pop,blues,39
51,pop,country,9
52,pop,dance,20
53,pop,indie,1
54,pop,jazz,43
55,pop,pop,77
56,pop,rock,38
57,rock,blues,49
58,rock,country,9
59,rock,dance,14
60,rock,folk,5
61,rock,indie,1
62,rock,jazz,27
63,rock,metal,5
64,rock,pop,38
65,rock,rock,61
