,Origin,Dest,Count
0,alternative,alternative,98
1,alternative,blues,44
2,alternative,country,7
3,alternative,dance,9
4,alternative,disco,8
5,alternative,electronic,2
6,alternative,folk,47
7,alternative,indie,41
8,alternative,jazz,5
9,alternative,latin,4
10,alternative,metal,11
11,alternative,pop,70
12,alternative,rap,4
13,alternative,reggae,1
14,alternative,rock,91
15,blues,alternative,44
16,blues,blues,350
17,blues,country,21
18,blues,dance,56
19,blues,disco,14
20,blues,electronic,1
21,blues,folk,72
22,blues,indie,31
23,blues,jazz,69
24,blues,metal,29
25,blues,pop,185
26,blues,rap,8
27,blues,reggae,3
28,blues,rock,226
29,country,alternative,7
30,country,blues,21
31,country,country,99
32,country,dance,1
33,country,disco,6
34,country,electronic,4
35,country,folk,36
36,country,indie,6
37,country,jazz,6
38,country,metal,1
39,country,pop,34
40,country,rap,2
41,country,reggae,2
42,country,rock,51
43,dance,alternative,9
44,dance,blues,56
45,dance,country,1
46,dance,dance,119
47,dance,disco,13
48,dance,folk,10
49,dance,indie,4
50,dance,jazz,24
51,dance,latin,6
52,dance,metal,10
53,dance,pop,85
54,dance,reggae,1
55,dance,rock,89
56,disco,alternative,8
57,disco,blues,14
58,disco,country,6
59,disco,dance,13
60,disco,disco,39
61,disco,folk,6
62,disco,indie,9
63,disco,jazz,16
64,disco,latin,3
65,disco,pop,24
66,disco,reggae,6
67,disco,rock,31
68,electronic,alternative,2
69,electronic,blues,1
70,electronic,country,4
71,electronic,electronic,11
72,electronic,jazz,1
73,electronic,pop,5
74,electronic,rock,5
75,folk,alternative,47
76,folk,blues,72
77,folk,country,36
78,folk,dance,10
79,folk,disco,6
80,folk,folk,240
81,folk,indie,22
82,folk,jazz,15
83,folk,metal,11
84,folk,pop,116
85,folk,rap,12
86,folk,reggae,3
87,folk,rock,165
88,indie,alternative,41
89,indie,blues,31
90,indie,country,6
91,indie,dance,4
92,indie,disco,9
93,indie,folk,22
94,indie,indie,67
95,indie,jazz,6
96,indie,latin,4
97,indie,metal,7
98,indie,pop,47
99,indie,rap,2
100,indie,rock,62
101,jazz,alternative,5
102,jazz,blues,69
103,jazz,country,6
104,jazz,dance,24
105,jazz,disco,16
106,jazz,electronic,1
107,jazz,folk,15
108,jazz,indie,6
109,jazz,jazz,173
110,jazz,latin,11
111,jazz,metal,3
112,jazz,pop,75
113,jazz,rap,2
114,jazz,reggae,6
115,jazz,rock,60
116,latin,alternative,4
117,latin,dance,6
118,latin,disco,3
119,latin,indie,4
120,latin,jazz,11
121,latin,latin,18
122,latin,pop,9
123,latin,reggae,1
124,latin,rock,6
125,metal,alternative,11
126,metal,blues,29
127,metal,country,1
128,metal,dance,10
129,metal,folk,11
130,metal,indie,7
131,metal,jazz,3
132,metal,metal,62
133,metal,pop,58
134,metal,rock,59
135,pop,alternative,70
136,pop,blues,185
137,pop,country,34
138,pop,dance,85
139,pop,disco,24
140,pop,electronic,5
141,pop,folk,116
142,pop,indie,47
143,pop,jazz,75
144,pop,latin,9
145,pop,metal,58
146,pop,pop,506
147,pop,rap,13
148,pop,reggae,7
149,pop,rock,418
150,rap,alternative,4
151,rap,blues,8
152,rap,country,2
153,rap,folk,12
154,rap,indie,2
155,rap,jazz,2
156,rap,pop,13
157,rap,rap,23
158,rap,rock,19
159,reggae,alternative,1
160,reggae,blues,3
161,reggae,country,2
162,reggae,dance,1
163,reggae,disco,6
164,reggae,folk,3
165,reggae,jazz,6
166,reggae,latin,1
167,reggae,pop,7
168,reggae,reggae,19
169,reggae,rock,17
170,rock,alternative,91
171,rock,blues,226
172,rock,country,51
173,rock,dance,89
174,rock,disco,31
175,rock,electronic,5
176,rock,folk,165
177,rock,indie,62
178,rock,jazz,60
179,rock,latin,6
180,rock,metal,59
181,rock,pop,418
182,rock,rap,19
183,rock,reggae,17
184,rock,rock,685
