,Origin,Dest,Count
0,alternative,alternative,722
1,alternative,blues,43
2,alternative,country,41
3,alternative,dance,98
4,alternative,disco,23
5,alternative,electronic,93
6,alternative,folk,76
7,alternative,indie,298
8,alternative,jazz,56
9,alternative,latin,19
10,alternative,metal,152
11,alternative,pop,359
12,alternative,rap,61
13,alternative,reggae,24
14,alternative,rock,601
15,blues,alternative,43
16,blues,blues,699
17,blues,country,53
18,blues,dance,59
19,blues,disco,18
20,blues,electronic,7
21,blues,folk,59
22,blues,indie,23
23,blues,jazz,128
24,blues,latin,2
25,blues,metal,23
26,blues,pop,164
27,blues,rap,13
28,blues,rock,250
29,country,alternative,41
30,country,blues,53
31,country,country,390
32,country,dance,31
33,country,disco,2
34,country,electronic,8
35,country,folk,53
36,country,indie,29
37,country,jazz,19
38,country,latin,1
39,country,metal,5
40,country,pop,73
41,country,rap,6
42,country,reggae,4
43,country,rock,103
44,dance,alternative,98
45,dance,blues,59
46,dance,country,31
47,dance,dance,531
48,dance,disco,91
49,dance,electronic,206
50,dance,folk,16
51,dance,indie,64
52,dance,jazz,92
53,dance,latin,13
54,dance,metal,31
55,dance,pop,279
56,dance,rap,56
57,dance,reggae,32
58,dance,rock,226
59,disco,alternative,23
60,disco,blues,18
61,disco,country,2
62,disco,dance,91
63,disco,disco,149
64,disco,electronic,48
65,disco,folk,5
66,disco,indie,10
67,disco,jazz,39
68,disco,latin,1
69,disco,metal,14
70,disco,pop,90
71,disco,rap,10
72,disco,reggae,3
73,disco,rock,71
74,electronic,alternative,93
75,electronic,blues,7
76,electronic,country,8
77,electronic,dance,206
78,electronic,disco,48
79,electronic,electronic,429
80,electronic,folk,14
81,electronic,indie,59
82,electronic,jazz,62
83,electronic,latin,4
84,electronic,metal,24
85,electronic,pop,185
86,electronic,rap,22
87,electronic,reggae,16
88,electronic,rock,153
89,folk,alternative,76
90,folk,blues,59
91,folk,country,53
92,folk,dance,16
93,folk,disco,5
94,folk,electronic,14
95,folk,folk,331
96,folk,indie,36
97,folk,jazz,33
98,folk,latin,12
99,folk,metal,17
100,folk,pop,107
101,folk,rap,10
102,folk,reggae,7
103,folk,rock,172
104,indie,alternative,298
105,indie,blues,23
106,indie,country,29
107,indie,dance,64
108,indie,disco,10
109,indie,electronic,59
110,indie,folk,36
111,indie,indie,444
112,indie,jazz,21
113,indie,latin,4
114,indie,metal,60
115,indie,pop,264
116,indie,rap,26
117,indie,reggae,19
118,indie,rock,367
119,jazz,alternative,56
120,jazz,blues,128
121,jazz,country,19
122,jazz,dance,92
123,jazz,disco,39
124,jazz,electronic,62
125,jazz,folk,33
126,jazz,indie,21
127,jazz,jazz,808
128,jazz,latin,29
129,jazz,metal,32
130,jazz,pop,198
131,jazz,rap,63
132,jazz,reggae,11
133,jazz,rock,210
134,latin,alternative,19
135,latin,blues,2
136,latin,country,1
137,latin,dance,13
138,latin,disco,1
139,latin,electronic,4
140,latin,folk,12
141,latin,indie,4
142,latin,jazz,29
143,latin,latin,135
144,latin,metal,4
145,latin,pop,50
146,latin,rap,10
147,latin,reggae,9
148,latin,rock,49
149,metal,alternative,152
150,metal,blues,23
151,metal,country,5
152,metal,dance,31
153,metal,disco,14
154,metal,electronic,24
155,metal,folk,17
156,metal,indie,60
157,metal,jazz,32
158,metal,latin,4
159,metal,metal,721
160,metal,pop,97
161,metal,rap,34
162,metal,reggae,7
163,metal,rock,451
164,pop,alternative,359
165,pop,blues,164
166,pop,country,73
167,pop,dance,279
168,pop,disco,90
169,pop,electronic,185
170,pop,folk,107
171,pop,indie,264
172,pop,jazz,198
173,pop,latin,50
174,pop,metal,97
175,pop,pop,1436
176,pop,rap,67
177,pop,reggae,35
178,pop,rock,830
179,rap,alternative,61
180,rap,blues,13
181,rap,country,6
182,rap,dance,56
183,rap,disco,10
184,rap,electronic,22
185,rap,folk,10
186,rap,indie,26
187,rap,jazz,63
188,rap,latin,10
189,rap,metal,34
190,rap,pop,67
191,rap,rap,255
192,rap,reggae,10
193,rap,rock,78
194,reggae,alternative,24
195,reggae,country,4
196,reggae,dance,32
197,reggae,disco,3
198,reggae,electronic,16
199,reggae,folk,7
200,reggae,indie,19
201,reggae,jazz,11
202,reggae,latin,9
203,reggae,metal,7
204,reggae,pop,35
205,reggae,rap,10
206,reggae,reggae,128
207,reggae,rock,65
208,rock,alternative,601
209,rock,blues,250
210,rock,country,103
211,rock,dance,226
212,rock,disco,71
213,rock,electronic,153
214,rock,folk,172
215,rock,indie,367
216,rock,jazz,210
217,rock,latin,49
218,rock,metal,451
219,rock,pop,830
220,rock,rap,78
221,rock,reggae,65
222,rock,rock,2329
