,Origin,Dest,Count
0,alternative,alternative,562
1,alternative,blues,33
2,alternative,country,26
3,alternative,dance,114
4,alternative,disco,30
5,alternative,electronic,82
6,alternative,folk,40
7,alternative,indie,228
8,alternative,jazz,31
9,alternative,latin,22
10,alternative,metal,89
11,alternative,pop,328
12,alternative,rap,37
13,alternative,reggae,19
14,alternative,rock,492
15,blues,alternative,33
16,blues,blues,499
17,blues,country,45
18,blues,dance,50
19,blues,disco,15
20,blues,electronic,14
21,blues,folk,47
22,blues,indie,10
23,blues,jazz,116
24,blues,latin,5
25,blues,metal,27
26,blues,pop,177
27,blues,rap,17
28,blues,reggae,4
29,blues,rock,234
30,country,alternative,26
31,country,blues,45
32,country,country,341
33,country,dance,18
34,country,disco,6
35,country,electronic,2
36,country,folk,62
37,country,indie,12
38,country,jazz,13
39,country,latin,1
40,country,metal,6
41,country,pop,67
42,country,rap,2
43,country,reggae,3
44,country,rock,99
45,dance,alternative,114
46,dance,blues,50
47,dance,country,18
48,dance,dance,406
49,dance,disco,96
50,dance,electronic,102
51,dance,folk,19
52,dance,indie,72
53,dance,jazz,69
54,dance,latin,37
55,dance,metal,29
56,dance,pop,276
57,dance,rap,42
58,dance,reggae,20
59,dance,rock,201
60,disco,alternative,30
61,disco,blues,15
62,disco,country,6
63,disco,dance,96
64,disco,disco,165
65,disco,electronic,52
66,disco,folk,1
67,disco,indie,17
68,disco,jazz,31
69,disco,latin,16
70,disco,metal,8
71,disco,pop,110
72,disco,rap,14
73,disco,reggae,3
74,disco,rock,68
75,electronic,alternative,82
76,electronic,blues,14
77,electronic,country,2
78,electronic,dance,102
79,electronic,disco,52
80,electronic,electronic,223
81,electronic,folk,6
82,electronic,indie,45
83,electronic,jazz,27
84,electronic,latin,13
85,electronic,metal,20
86,electronic,pop,115
87,electronic,rap,25
88,electronic,reggae,2
89,electronic,rock,115
90,folk,alternative,40
91,folk,blues,47
92,folk,country,62
93,folk,dance,19
94,folk,disco,1
95,folk,electronic,6
96,folk,folk,249
97,folk,indie,28
98,folk,jazz,25
99,folk,latin,8
100,folk,metal,8
101,folk,pop,99
102,folk,rap,5
103,folk,reggae,5
104,folk,rock,144
105,indie,alternative,228
106,indie,blues,10
107,indie,country,12
108,indie,dance,72
109,indie,disco,17
110,indie,electronic,45
111,indie,folk,28
112,indie,indie,348
113,indie,jazz,11
114,indie,latin,4
115,indie,metal,18
116,indie,pop,258
117,indie,rap,14
118,indie,reggae,7
119,indie,rock,277
120,jazz,alternative,31
121,jazz,blues,116
122,jazz,country,13
123,jazz,dance,69
124,jazz,disco,31
125,jazz,electronic,27
126,jazz,folk,25
127,jazz,indie,11
128,jazz,jazz,617
129,jazz,latin,32
130,jazz,metal,31
131,jazz,pop,184
132,jazz,rap,18
133,jazz,reggae,13
134,jazz,rock,145
135,latin,alternative,22
136,latin,blues,5
137,latin,country,1
138,latin,dance,37
139,latin,disco,16
140,latin,electronic,13
141,latin,folk,8
142,latin,indie,4
143,latin,jazz,32
144,latin,latin,105
145,latin,metal,2
146,latin,pop,42
147,latin,reggae,13
148,latin,rock,40
149,metal,alternative,89
150,metal,blues,27
151,metal,country,6
152,metal,dance,29
153,metal,disco,8
154,metal,electronic,20
155,metal,folk,8
156,metal,indie,18
157,metal,jazz,31
158,metal,latin,2
159,metal,metal,594
160,metal,pop,98
161,metal,rap,18
162,metal,reggae,2
163,metal,rock,365
164,pop,alternative,328
165,pop,blues,177
166,pop,country,67
167,pop,dance,276
168,pop,disco,110
169,pop,electronic,115
170,pop,folk,99
171,pop,indie,258
172,pop,jazz,184
173,pop,latin,42
174,pop,metal,98
175,pop,pop,1417
176,pop,rap,67
177,pop,reggae,22
178,pop,rock,813
179,rap,alternative,37
180,rap,blues,17
181,rap,country,2
182,rap,dance,42
183,rap,disco,14
184,rap,electronic,25
185,rap,folk,5
186,rap,indie,14
187,rap,jazz,18
188,rap,metal,18
189,rap,pop,67
190,rap,rap,154
191,rap,reggae,2
192,rap,rock,64
193,reggae,alternative,19
194,reggae,blues,4
195,reggae,country,3
196,reggae,dance,20
197,reggae,disco,3
198,reggae,electronic,2
199,reggae,folk,5
200,reggae,indie,7
201,reggae,jazz,13
202,reggae,latin,13
203,reggae,metal,2
204,reggae,pop,22
205,reggae,rap,2
206,reggae,reggae,71
207,reggae,rock,42
208,rock,alternative,492
209,rock,blues,234
210,rock,country,99
211,rock,dance,201
212,rock,disco,68
213,rock,electronic,115
214,rock,folk,144
215,rock,indie,277
216,rock,jazz,145
217,rock,latin,40
218,rock,metal,365
219,rock,pop,813
220,rock,rap,64
221,rock,reggae,42
222,rock,rock,2003
