,Origin,Dest,Count
0,alternative,alternative,1450
1,alternative,blues,93
2,alternative,country,94
3,alternative,dance,233
4,alternative,disco,53
5,alternative,electronic,286
6,alternative,folk,282
7,alternative,indie,708
8,alternative,jazz,194
9,alternative,latin,29
10,alternative,metal,276
11,alternative,pop,760
12,alternative,rap,129
13,alternative,reggae,34
14,alternative,rock,1234
15,blues,alternative,93
16,blues,blues,633
17,blues,country,54
18,blues,dance,90
19,blues,disco,21
20,blues,electronic,32
21,blues,folk,75
22,blues,indie,77
23,blues,jazz,180
24,blues,latin,6
25,blues,metal,32
26,blues,pop,198
27,blues,rap,51
28,blues,reggae,8
29,blues,rock,308
30,country,alternative,94
31,country,blues,54
32,country,country,428
33,country,dance,26
34,country,disco,6
35,country,electronic,20
36,country,folk,116
37,country,indie,81
38,country,jazz,16
39,country,latin,2
40,country,metal,21
41,country,pop,130
42,country,rap,13
43,country,reggae,4
44,country,rock,205
45,dance,alternative,233
46,dance,blues,90
47,dance,country,26
48,dance,dance,907
49,dance,disco,120
50,dance,electronic,391
51,dance,folk,64
52,dance,indie,146
53,dance,jazz,219
54,dance,latin,32
55,dance,metal,65
56,dance,pop,438
57,dance,rap,84
58,dance,reggae,55
59,dance,rock,374
60,disco,alternative,53
61,disco,blues,21
62,disco,country,6
63,disco,dance,120
64,disco,disco,202
65,disco,electronic,87
66,disco,folk,17
67,disco,indie,29
68,disco,jazz,65
69,disco,latin,4
70,disco,metal,12
71,disco,pop,121
72,disco,rap,23
73,disco,reggae,3
74,disco,rock,87
75,electronic,alternative,286
76,electronic,blues,32
77,electronic,country,20
78,electronic,dance,391
79,electronic,disco,87
80,electronic,electronic,1033
81,electronic,folk,76
82,electronic,indie,148
83,electronic,jazz,295
84,electronic,latin,22
85,electronic,metal,99
86,electronic,pop,355
87,electronic,rap,81
88,electronic,reggae,25
89,electronic,rock,362
90,folk,alternative,282
91,folk,blues,75
92,folk,country,116
93,folk,dance,64
94,folk,disco,17
95,folk,electronic,76
96,folk,folk,678
97,folk,indie,206
98,folk,jazz,69
99,folk,latin,18
100,folk,metal,97
101,folk,pop,251
102,folk,rap,30
103,folk,reggae,8
104,folk,rock,436
105,indie,alternative,708
106,indie,blues,77
107,indie,country,81
108,indie,dance,146
109,indie,disco,29
110,indie,electronic,148
111,indie,folk,206
112,indie,indie,1025
113,indie,jazz,104
114,indie,latin,10
115,indie,metal,107
116,indie,pop,632
117,indie,rap,80
118,indie,reggae,16
119,indie,rock,863
120,jazz,alternative,194
121,jazz,blues,180
122,jazz,country,16
123,jazz,dance,219
124,jazz,disco,65
125,jazz,electronic,295
126,jazz,folk,69
127,jazz,indie,104
128,jazz,jazz,1304
129,jazz,latin,41
130,jazz,metal,47
131,jazz,pop,282
132,jazz,rap,81
133,jazz,reggae,24
134,jazz,rock,317
135,latin,alternative,29
136,latin,blues,6
137,latin,country,2
138,latin,dance,32
139,latin,disco,4
140,latin,electronic,22
141,latin,folk,18
142,latin,indie,10
143,latin,jazz,41
144,latin,latin,180
145,latin,metal,8
146,latin,pop,72
147,latin,rap,12
148,latin,reggae,6
149,latin,rock,77
150,metal,alternative,276
151,metal,blues,32
152,metal,country,21
153,metal,dance,65
154,metal,disco,12
155,metal,electronic,99
156,metal,folk,97
157,metal,indie,107
158,metal,jazz,47
159,metal,latin,8
160,metal,metal,1041
161,metal,pop,142
162,metal,rap,83
163,metal,reggae,21
164,metal,rock,567
165,pop,alternative,760
166,pop,blues,198
167,pop,country,130
168,pop,dance,438
169,pop,disco,121
170,pop,electronic,355
171,pop,folk,251
172,pop,indie,632
173,pop,jazz,282
174,pop,latin,72
175,pop,metal,142
176,pop,pop,1968
177,pop,rap,145
178,pop,reggae,45
179,pop,rock,1252
180,rap,alternative,129
181,rap,blues,51
182,rap,country,13
183,rap,dance,84
184,rap,disco,23
185,rap,electronic,81
186,rap,folk,30
187,rap,indie,80
188,rap,jazz,81
189,rap,latin,12
190,rap,metal,83
191,rap,pop,145
192,rap,rap,488
193,rap,reggae,33
194,rap,rock,192
195,reggae,alternative,34
196,reggae,blues,8
197,reggae,country,4
198,reggae,dance,55
199,reggae,disco,3
200,reggae,electronic,25
201,reggae,folk,8
202,reggae,indie,16
203,reggae,jazz,24
204,reggae,latin,6
205,reggae,metal,21
206,reggae,pop,45
207,reggae,rap,33
208,reggae,reggae,258
209,reggae,rock,91
210,rock,alternative,1234
211,rock,blues,308
212,rock,country,205
213,rock,dance,374
214,rock,disco,87
215,rock,electronic,362
216,rock,folk,436
217,rock,indie,863
218,rock,jazz,317
219,rock,latin,77
220,rock,metal,567
221,rock,pop,1252
222,rock,rap,192
223,rock,reggae,91
224,rock,rock,3504
