,Origin,Dest,Count
0,alternative,alternative,452
1,alternative,blues,24
2,alternative,country,19
3,alternative,dance,154
4,alternative,disco,62
5,alternative,electronic,161
6,alternative,folk,46
7,alternative,indie,150
8,alternative,jazz,32
9,alternative,latin,8
10,alternative,metal,59
11,alternative,pop,356
12,alternative,rap,13
13,alternative,reggae,3
14,alternative,rock,389
15,blues,alternative,24
16,blues,blues,132
17,blues,country,13
18,blues,dance,34
19,blues,disco,15
20,blues,electronic,8
21,blues,folk,24
22,blues,indie,15
23,blues,jazz,54
24,blues,latin,1
25,blues,metal,16
26,blues,pop,73
27,blues,rap,17
28,blues,reggae,2
29,blues,rock,86
30,country,alternative,19
31,country,blues,13
32,country,country,85
33,country,dance,9
34,country,electronic,1
35,country,folk,33
36,country,indie,13
37,country,jazz,6
38,country,latin,6
39,country,pop,27
40,country,rap,1
41,country,reggae,3
42,country,rock,50
43,dance,alternative,154
44,dance,blues,34
45,dance,country,9
46,dance,dance,469
47,dance,disco,182
48,dance,electronic,188
49,dance,folk,18
50,dance,indie,49
51,dance,jazz,81
52,dance,latin,21
53,dance,metal,38
54,dance,pop,374
55,dance,rap,32
56,dance,reggae,23
57,dance,rock,340
58,disco,alternative,62
59,disco,blues,15
60,disco,dance,182
61,disco,disco,245
62,disco,electronic,112
63,disco,folk,6
64,disco,indie,25
65,disco,jazz,51
66,disco,latin,6
67,disco,metal,25
68,disco,pop,201
69,disco,rap,18
70,disco,rock,170
71,electronic,alternative,161
72,electronic,blues,8
73,electronic,country,1
74,electronic,dance,188
75,electronic,disco,112
76,electronic,electronic,345
77,electronic,folk,8
78,electronic,indie,43
79,electronic,jazz,63
80,electronic,latin,8
81,electronic,metal,38
82,electronic,pop,304
83,electronic,rap,20
84,electronic,rock,235
85,folk,alternative,46
86,folk,blues,24
87,folk,country,33
88,folk,dance,18
89,folk,disco,6
90,folk,electronic,8
91,folk,folk,118
92,folk,indie,19
93,folk,jazz,13
94,folk,latin,1
95,folk,metal,6
96,folk,pop,68
97,folk,rap,3
98,folk,reggae,3
99,folk,rock,84
100,indie,alternative,150
101,indie,blues,15
102,indie,country,13
103,indie,dance,49
104,indie,disco,25
105,indie,electronic,43
106,indie,folk,19
107,indie,indie,191
108,indie,jazz,8
109,indie,latin,7
110,indie,metal,17
111,indie,pop,161
112,indie,rap,11
113,indie,rock,162
114,jazz,alternative,32
115,jazz,blues,54
116,jazz,country,6
117,jazz,dance,81
118,jazz,disco,51
119,jazz,electronic,63
120,jazz,folk,13
121,jazz,indie,8
122,jazz,jazz,239
123,jazz,latin,10
124,jazz,metal,12
125,jazz,pop,121
126,jazz,rap,20
127,jazz,reggae,3
128,jazz,rock,114
129,latin,alternative,8
130,latin,blues,1
131,latin,country,6
132,latin,dance,21
133,latin,disco,6
134,latin,electronic,8
135,latin,folk,1
136,latin,indie,7
137,latin,jazz,10
138,latin,latin,44
139,latin,metal,1
140,latin,pop,26
141,latin,rap,3
142,latin,rock,31
143,metal,alternative,59
144,metal,blues,16
145,metal,dance,38
146,metal,disco,25
147,metal,electronic,38
148,metal,folk,6
149,metal,indie,17
150,metal,jazz,12
151,metal,latin,1
152,metal,metal,335
153,metal,pop,73
154,metal,rap,8
155,metal,reggae,3
156,metal,rock,239
157,pop,alternative,356
158,pop,blues,73
159,pop,country,27
160,pop,dance,374
161,pop,disco,201
162,pop,electronic,304
163,pop,folk,68
164,pop,indie,161
165,pop,jazz,121
166,pop,latin,26
167,pop,metal,73
168,pop,pop,1108
169,pop,rap,43
170,pop,reggae,8
171,pop,rock,755
172,rap,alternative,13
173,rap,blues,17
174,rap,country,1
175,rap,dance,32
176,rap,disco,18
177,rap,electronic,20
178,rap,folk,3
179,rap,indie,11
180,rap,jazz,20
181,rap,latin,3
182,rap,metal,8
183,rap,pop,43
184,rap,rap,71
185,rap,reggae,1
186,rap,rock,43
187,reggae,alternative,3
188,reggae,blues,2
189,reggae,country,3
190,reggae,dance,23
191,reggae,folk,3
192,reggae,jazz,3
193,reggae,metal,3
194,reggae,pop,8
195,reggae,rap,1
196,reggae,reggae,91
197,reggae,rock,33
198,rock,alternative,389
199,rock,blues,86
200,rock,country,50
201,rock,dance,340
202,rock,disco,170
203,rock,electronic,235
204,rock,folk,84
205,rock,indie,162
206,rock,jazz,114
207,rock,latin,31
208,rock,metal,239
209,rock,pop,755
210,rock,rap,43
211,rock,reggae,33
212,rock,rock,1420
