,Origin,Dest,Count
0,alternative,alternative,73
1,alternative,blues,34
2,alternative,country,21
3,alternative,dance,12
4,alternative,disco,3
5,alternative,electronic,3
6,alternative,folk,36
7,alternative,indie,18
8,alternative,jazz,9
9,alternative,metal,14
10,alternative,pop,51
11,alternative,rap,1
12,alternative,reggae,1
13,alternative,rock,70
14,blues,alternative,34
15,blues,blues,376
16,blues,country,35
17,blues,dance,44
18,blues,disco,40
19,blues,electronic,4
20,blues,folk,67
21,blues,indie,21
22,blues,jazz,123
23,blues,latin,2
24,blues,metal,28
25,blues,pop,137
26,blues,rap,1
27,blues,reggae,4
28,blues,rock,277
29,country,alternative,21
30,country,blues,35
31,country,country,160
32,country,dance,5
33,country,disco,2
34,country,electronic,1
35,country,folk,99
36,country,indie,22
37,country,jazz,7
38,country,metal,3
39,country,pop,82
40,country,rap,9
41,country,rock,115
42,dance,alternative,12
43,dance,blues,44
44,dance,country,5
45,dance,dance,88
46,dance,disco,21
47,dance,electronic,2
48,dance,folk,29
49,dance,indie,4
50,dance,jazz,31
51,dance,latin,2
52,dance,metal,8
53,dance,pop,55
54,dance,rap,2
55,dance,reggae,2
56,dance,rock,59
57,disco,alternative,3
58,disco,blues,40
59,disco,country,2
60,disco,dance,21
61,disco,disco,67
62,disco,electronic,4
63,disco,folk,10
64,disco,indie,2
65,disco,jazz,31
66,disco,pop,44
67,disco,rock,33
68,electronic,alternative,3
69,electronic,blues,4
70,electronic,country,1
71,electronic,dance,2
72,electronic,disco,4
73,electronic,electronic,22
74,electronic,folk,2
75,electronic,indie,1
76,electronic,jazz,8
77,electronic,metal,1
78,electronic,pop,7
79,electronic,reggae,1
80,electronic,rock,17
81,folk,alternative,36
82,folk,blues,67
83,folk,country,99
84,folk,dance,29
85,folk,disco,10
86,folk,electronic,2
87,folk,folk,305
88,folk,indie,30
89,folk,jazz,22
90,folk,latin,2
91,folk,metal,12
92,folk,pop,144
93,folk,rap,15
94,folk,rock,227
95,indie,alternative,18
96,indie,blues,21
97,indie,country,22
98,indie,dance,4
99,indie,disco,2
100,indie,electronic,1
101,indie,folk,30
102,indie,indie,40
103,indie,jazz,7
104,indie,metal,2
105,indie,pop,26
106,indie,reggae,1
107,indie,rock,40
108,jazz,alternative,9
109,jazz,blues,123
110,jazz,country,7
111,jazz,dance,31
112,jazz,disco,31
113,jazz,electronic,8
114,jazz,folk,22
115,jazz,indie,7
116,jazz,jazz,290
117,jazz,latin,7
118,jazz,metal,15
119,jazz,pop,81
120,jazz,rap,4
121,jazz,reggae,2
122,jazz,rock,130
123,latin,blues,2
124,latin,dance,2
125,latin,folk,2
126,latin,jazz,7
127,latin,latin,14
128,latin,pop,6
129,latin,rock,1
130,metal,alternative,14
131,metal,blues,28
132,metal,country,3
133,metal,dance,8
134,metal,electronic,1
135,metal,folk,12
136,metal,indie,2
137,metal,jazz,15
138,metal,metal,106
139,metal,pop,39
140,metal,rock,104
141,pop,alternative,51
142,pop,blues,137
143,pop,country,82
144,pop,dance,55
145,pop,disco,44
146,pop,electronic,7
147,pop,folk,144
148,pop,indie,26
149,pop,jazz,81
150,pop,latin,6
151,pop,metal,39
152,pop,pop,418
153,pop,rap,6
154,pop,reggae,1
155,pop,rock,307
156,rap,alternative,1
157,rap,blues,1
158,rap,country,9
159,rap,dance,2
160,rap,folk,15
161,rap,jazz,4
162,rap,pop,6
163,rap,rap,20
164,rap,rock,13
165,reggae,alternative,1
166,reggae,blues,4
167,reggae,dance,2
168,reggae,electronic,1
169,reggae,indie,1
170,reggae,jazz,2
171,reggae,pop,1
172,reggae,reggae,7
173,reggae,rock,6
174,rock,alternative,70
175,rock,blues,277
176,rock,country,115
177,rock,dance,59
178,rock,disco,33
179,rock,electronic,17
180,rock,folk,227
181,rock,indie,40
182,rock,jazz,130
183,rock,latin,1
184,rock,metal,104
185,rock,pop,307
186,rock,rap,13
187,rock,reggae,6
188,rock,rock,918
