,Origin,Dest,Count
0,alternative,alternative,360
1,alternative,blues,27
2,alternative,country,21
3,alternative,dance,115
4,alternative,disco,40
5,alternative,electronic,69
6,alternative,folk,43
7,alternative,indie,134
8,alternative,jazz,31
9,alternative,latin,4
10,alternative,metal,34
11,alternative,pop,270
12,alternative,rap,16
13,alternative,reggae,9
14,alternative,rock,333
15,blues,alternative,27
16,blues,blues,184
17,blues,country,31
18,blues,dance,56
19,blues,disco,16
20,blues,electronic,16
21,blues,folk,17
22,blues,indie,12
23,blues,jazz,85
24,blues,latin,8
25,blues,metal,14
26,blues,pop,103
27,blues,rap,9
28,blues,reggae,3
29,blues,rock,124
30,country,alternative,21
31,country,blues,31
32,country,country,155
33,country,dance,20
34,country,electronic,2
35,country,folk,18
36,country,indie,7
37,country,jazz,13
38,country,metal,5
39,country,pop,47
40,country,rap,2
41,country,rock,84
42,dance,alternative,115
43,dance,blues,56
44,dance,country,20
45,dance,dance,449
46,dance,disco,156
47,dance,electronic,136
48,dance,folk,27
49,dance,indie,47
50,dance,jazz,76
51,dance,latin,13
52,dance,metal,26
53,dance,pop,355
54,dance,rap,31
55,dance,reggae,21
56,dance,rock,309
57,disco,alternative,40
58,disco,blues,16
59,disco,dance,156
60,disco,disco,216
61,disco,electronic,101
62,disco,folk,4
63,disco,indie,16
64,disco,jazz,41
65,disco,latin,6
66,disco,metal,6
67,disco,pop,182
68,disco,rap,24
69,disco,reggae,2
70,disco,rock,137
71,electronic,alternative,69
72,electronic,blues,16
73,electronic,country,2
74,electronic,dance,136
75,electronic,disco,101
76,electronic,electronic,251
77,electronic,folk,8
78,electronic,indie,30
79,electronic,jazz,42
80,electronic,latin,4
81,electronic,metal,17
82,electronic,pop,195
83,electronic,rap,23
84,electronic,reggae,4
85,electronic,rock,171
86,folk,alternative,43
87,folk,blues,17
88,folk,country,18
89,folk,dance,27
90,folk,disco,4
91,folk,electronic,8
92,folk,folk,120
93,folk,indie,27
94,folk,jazz,12
95,folk,latin,1
96,folk,metal,10
97,folk,pop,58
98,folk,rap,2
99,folk,reggae,3
100,folk,rock,86
101,indie,alternative,134
102,indie,blues,12
103,indie,country,7
104,indie,dance,47
105,indie,disco,16
106,indie,electronic,30
107,indie,folk,27
108,indie,indie,201
109,indie,jazz,22
110,indie,metal,10
111,indie,pop,156
112,indie,rap,10
113,indie,reggae,2
114,indie,rock,173
115,jazz,alternative,31
116,jazz,blues,85
117,jazz,country,13
118,jazz,dance,76
119,jazz,disco,41
120,jazz,electronic,42
121,jazz,folk,12
122,jazz,indie,22
123,jazz,jazz,356
124,jazz,latin,15
125,jazz,metal,21
126,jazz,pop,150
127,jazz,rap,15
128,jazz,reggae,3
129,jazz,rock,161
130,latin,alternative,4
131,latin,blues,8
132,latin,dance,13
133,latin,disco,6
134,latin,electronic,4
135,latin,folk,1
136,latin,jazz,15
137,latin,latin,55
138,latin,metal,4
139,latin,pop,38
140,latin,reggae,6
141,latin,rock,29
142,metal,alternative,34
143,metal,blues,14
144,metal,country,5
145,metal,dance,26
146,metal,disco,6
147,metal,electronic,17
148,metal,folk,10
149,metal,indie,10
150,metal,jazz,21
151,metal,latin,4
152,metal,metal,300
153,metal,pop,67
154,metal,rap,5
155,metal,reggae,5
156,metal,rock,189
157,pop,alternative,270
158,pop,blues,103
159,pop,country,47
160,pop,dance,355
161,pop,disco,182
162,pop,electronic,195
163,pop,folk,58
164,pop,indie,156
165,pop,jazz,150
166,pop,latin,38
167,pop,metal,67
168,pop,pop,1068
169,pop,rap,47
170,pop,reggae,15
171,pop,rock,769
172,rap,alternative,16
173,rap,blues,9
174,rap,country,2
175,rap,dance,31
176,rap,disco,24
177,rap,electronic,23
178,rap,folk,2
179,rap,indie,10
180,rap,jazz,15
181,rap,metal,5
182,rap,pop,47
183,rap,rap,81
184,rap,reggae,7
185,rap,rock,57
186,reggae,alternative,9
187,reggae,blues,3
188,reggae,dance,21
189,reggae,disco,2
190,reggae,electronic,4
191,reggae,folk,3
192,reggae,indie,2
193,reggae,jazz,3
194,reggae,latin,6
195,reggae,metal,5
196,reggae,pop,15
197,reggae,rap,7
198,reggae,reggae,79
199,reggae,rock,38
200,rock,alternative,333
201,rock,blues,124
202,rock,country,84
203,rock,dance,309
204,rock,disco,137
205,rock,electronic,171
206,rock,folk,86
207,rock,indie,173
208,rock,jazz,161
209,rock,latin,29
210,rock,metal,189
211,rock,pop,769
212,rock,rap,57
213,rock,reggae,38
214,rock,rock,1428
