,Origin,Dest,Count
0,alternative,alternative,332
1,alternative,blues,12
2,alternative,country,10
3,alternative,dance,98
4,alternative,disco,24
5,alternative,electronic,90
6,alternative,folk,15
7,alternative,indie,103
8,alternative,jazz,19
9,alternative,latin,2
10,alternative,metal,64
11,alternative,pop,205
12,alternative,rap,14
13,alternative,reggae,9
14,alternative,rock,282
15,blues,alternative,12
16,blues,blues,256
17,blues,country,26
18,blues,dance,60
19,blues,disco,15
20,blues,electronic,6
21,blues,folk,15
22,blues,indie,4
23,blues,jazz,64
24,blues,latin,4
25,blues,metal,12
26,blues,pop,112
27,blues,rap,6
28,blues,rock,159
29,country,alternative,10
30,country,blues,26
31,country,country,128
32,country,dance,32
33,country,disco,3
34,country,electronic,1
35,country,folk,22
36,country,indie,2
37,country,jazz,4
38,country,metal,4
39,country,pop,64
40,country,reggae,1
41,country,rock,72
42,dance,alternative,98
43,dance,blues,60
44,dance,country,32
45,dance,dance,480
46,dance,disco,150
47,dance,electronic,157
48,dance,folk,9
49,dance,indie,40
50,dance,jazz,66
51,dance,latin,2
52,dance,metal,33
53,dance,pop,370
54,dance,rap,20
55,dance,reggae,26
56,dance,rock,285
57,disco,alternative,24
58,disco,blues,15
59,disco,country,3
60,disco,dance,150
61,disco,disco,205
62,disco,electronic,92
63,disco,folk,3
64,disco,indie,3
65,disco,jazz,42
66,disco,latin,2
67,disco,metal,15
68,disco,pop,161
69,disco,rap,3
70,disco,reggae,4
71,disco,rock,104
72,electronic,alternative,90
73,electronic,blues,6
74,electronic,country,1
75,electronic,dance,157
76,electronic,disco,92
77,electronic,electronic,297
78,electronic,folk,4
79,electronic,indie,33
80,electronic,jazz,36
81,electronic,latin,1
82,electronic,metal,17
83,electronic,pop,211
84,electronic,rap,6
85,electronic,reggae,9
86,electronic,rock,182
87,folk,alternative,15
88,folk,blues,15
89,folk,country,22
90,folk,dance,9
91,folk,disco,3
92,folk,electronic,4
93,folk,folk,103
94,folk,indie,11
95,folk,jazz,11
96,folk,metal,4
97,folk,pop,33
98,folk,rap,1
99,folk,reggae,1
100,folk,rock,57
101,indie,alternative,103
102,indie,blues,4
103,indie,country,2
104,indie,dance,40
105,indie,disco,3
106,indie,electronic,33
107,indie,folk,11
108,indie,indie,177
109,indie,jazz,3
110,indie,latin,1
111,indie,metal,14
112,indie,pop,116
113,indie,rap,3
114,indie,reggae,6
115,indie,rock,158
116,jazz,alternative,19
117,jazz,blues,64
118,jazz,country,4
119,jazz,dance,66
120,jazz,disco,42
121,jazz,electronic,36
122,jazz,folk,11
123,jazz,indie,3
124,jazz,jazz,367
125,jazz,latin,9
126,jazz,metal,11
127,jazz,pop,107
128,jazz,rap,11
129,jazz,reggae,3
130,jazz,rock,95
131,latin,alternative,2
132,latin,blues,4
133,latin,dance,2
134,latin,disco,2
135,latin,electronic,1
136,latin,indie,1
137,latin,jazz,9
138,latin,latin,32
139,latin,metal,3
140,latin,pop,21
141,latin,rap,1
142,latin,reggae,2
143,latin,rock,22
144,metal,alternative,64
145,metal,blues,12
146,metal,country,4
147,metal,dance,33
148,metal,disco,15
149,metal,electronic,17
150,metal,folk,4
151,metal,indie,14
152,metal,jazz,11
153,metal,latin,3
154,metal,metal,375
155,metal,pop,92
156,metal,rap,12
157,metal,reggae,6
158,metal,rock,243
159,pop,alternative,205
160,pop,blues,112
161,pop,country,64
162,pop,dance,370
163,pop,disco,161
164,pop,electronic,211
165,pop,folk,33
166,pop,indie,116
167,pop,jazz,107
168,pop,latin,21
169,pop,metal,92
170,pop,pop,1165
171,pop,rap,22
172,pop,reggae,21
173,pop,rock,747
174,rap,alternative,14
175,rap,blues,6
176,rap,dance,20
177,rap,disco,3
178,rap,electronic,6
179,rap,folk,1
180,rap,indie,3
181,rap,jazz,11
182,rap,latin,1
183,rap,metal,12
184,rap,pop,22
185,rap,rap,61
186,rap,reggae,1
187,rap,rock,38
188,reggae,alternative,9
189,reggae,country,1
190,reggae,dance,26
191,reggae,disco,4
192,reggae,electronic,9
193,reggae,folk,1
194,reggae,indie,6
195,reggae,jazz,3
196,reggae,latin,2
197,reggae,metal,6
198,reggae,pop,21
199,reggae,rap,1
200,reggae,reggae,67
201,reggae,rock,29
202,rock,alternative,282
203,rock,blues,159
204,rock,country,72
205,rock,dance,285
206,rock,disco,104
207,rock,electronic,182
208,rock,folk,57
209,rock,indie,158
210,rock,jazz,95
211,rock,latin,22
212,rock,metal,243
213,rock,pop,747
214,rock,rap,38
215,rock,reggae,29
216,rock,rock,1594
