,Origin,Dest,Count
0,alternative,alternative,384
1,alternative,blues,23
2,alternative,country,5
3,alternative,dance,131
4,alternative,disco,61
5,alternative,electronic,58
6,alternative,folk,32
7,alternative,indie,173
8,alternative,jazz,31
9,alternative,latin,1
10,alternative,metal,79
11,alternative,pop,277
12,alternative,rap,22
13,alternative,reggae,79
14,alternative,rock,360
15,blues,alternative,23
16,blues,blues,190
17,blues,country,11
18,blues,dance,61
19,blues,disco,48
20,blues,electronic,8
21,blues,folk,21
22,blues,indie,7
23,blues,jazz,69
24,blues,latin,2
25,blues,metal,18
26,blues,pop,88
27,blues,rap,8
28,blues,reggae,3
29,blues,rock,126
30,country,alternative,5
31,country,blues,11
32,country,country,99
33,country,dance,7
34,country,disco,5
35,country,electronic,1
36,country,folk,13
37,country,indie,4
38,country,jazz,6
39,country,metal,2
40,country,pop,20
41,country,rock,38
42,dance,alternative,131
43,dance,blues,61
44,dance,country,7
45,dance,dance,417
46,dance,disco,202
47,dance,electronic,70
48,dance,folk,19
49,dance,indie,88
50,dance,jazz,110
51,dance,latin,7
52,dance,metal,49
53,dance,pop,307
54,dance,rap,26
55,dance,reggae,51
56,dance,rock,315
57,disco,alternative,61
58,disco,blues,48
59,disco,country,5
60,disco,dance,202
61,disco,disco,332
62,disco,electronic,46
63,disco,folk,12
64,disco,indie,38
65,disco,jazz,112
66,disco,latin,2
67,disco,metal,31
68,disco,pop,219
69,disco,rap,20
70,disco,reggae,14
71,disco,rock,194
72,electronic,alternative,58
73,electronic,blues,8
74,electronic,country,1
75,electronic,dance,70
76,electronic,disco,46
77,electronic,electronic,190
78,electronic,folk,14
79,electronic,indie,27
80,electronic,jazz,20
81,electronic,latin,1
82,electronic,metal,23
83,electronic,pop,143
84,electronic,rap,3
85,electronic,reggae,1
86,electronic,rock,142
87,folk,alternative,32
88,folk,blues,21
89,folk,country,13
90,folk,dance,19
91,folk,disco,12
92,folk,electronic,14
93,folk,folk,102
94,folk,indie,15
95,folk,jazz,17
96,folk,latin,1
97,folk,metal,8
98,folk,pop,59
99,folk,reggae,2
100,folk,rock,74
101,indie,alternative,173
102,indie,blues,7
103,indie,country,4
104,indie,dance,88
105,indie,disco,38
106,indie,electronic,27
107,indie,folk,15
108,indie,indie,221
109,indie,jazz,14
110,indie,metal,28
111,indie,pop,171
112,indie,rap,16
113,indie,reggae,55
114,indie,rock,207
115,jazz,alternative,31
116,jazz,blues,69
117,jazz,country,6
118,jazz,dance,110
119,jazz,disco,112
120,jazz,electronic,20
121,jazz,folk,17
122,jazz,indie,14
123,jazz,jazz,363
124,jazz,latin,13
125,jazz,metal,25
126,jazz,pop,144
127,jazz,rap,8
128,jazz,reggae,24
129,jazz,rock,170
130,latin,alternative,1
131,latin,blues,2
132,latin,dance,7
133,latin,disco,2
134,latin,electronic,1
135,latin,folk,1
136,latin,jazz,13
137,latin,latin,31
138,latin,metal,2
139,latin,pop,13
140,latin,reggae,2
141,latin,rock,9
142,metal,alternative,79
143,metal,blues,18
144,metal,country,2
145,metal,dance,49
146,metal,disco,31
147,metal,electronic,23
148,metal,folk,8
149,metal,indie,28
150,metal,jazz,25
151,metal,latin,2
152,metal,metal,209
153,metal,pop,115
154,metal,rap,8
155,metal,reggae,15
156,metal,rock,205
157,pop,alternative,277
158,pop,blues,88
159,pop,country,20
160,pop,dance,307
161,pop,disco,219
162,pop,electronic,143
163,pop,folk,59
164,pop,indie,171
165,pop,jazz,144
166,pop,latin,13
167,pop,metal,115
168,pop,pop,910
169,pop,rap,31
170,pop,reggae,83
171,pop,rock,714
172,rap,alternative,22
173,rap,blues,8
174,rap,dance,26
175,rap,disco,20
176,rap,electronic,3
177,rap,indie,16
178,rap,jazz,8
179,rap,metal,8
180,rap,pop,31
181,rap,rap,47
182,rap,reggae,7
183,rap,rock,44
184,reggae,alternative,79
185,reggae,blues,3
186,reggae,dance,51
187,reggae,disco,14
188,reggae,electronic,1
189,reggae,folk,2
190,reggae,indie,55
191,reggae,jazz,24
192,reggae,latin,2
193,reggae,metal,15
194,reggae,pop,83
195,reggae,rap,7
196,reggae,reggae,221
197,reggae,rock,122
198,rock,alternative,360
199,rock,blues,126
200,rock,country,38
201,rock,dance,315
202,rock,disco,194
203,rock,electronic,142
204,rock,folk,74
205,rock,indie,207
206,rock,jazz,170
207,rock,latin,9
208,rock,metal,205
209,rock,pop,714
210,rock,rap,44
211,rock,reggae,122
212,rock,rock,1392
