,Origin,Dest,Count
0,alternative,alternative,603
1,alternative,blues,42
2,alternative,country,44
3,alternative,dance,109
4,alternative,disco,11
5,alternative,electronic,82
6,alternative,folk,64
7,alternative,indie,260
8,alternative,jazz,40
9,alternative,latin,10
10,alternative,metal,108
11,alternative,pop,351
12,alternative,rap,43
13,alternative,reggae,5
14,alternative,rock,503
15,blues,alternative,42
16,blues,blues,552
17,blues,country,48
18,blues,dance,55
19,blues,disco,17
20,blues,electronic,4
21,blues,folk,36
22,blues,indie,18
23,blues,jazz,141
24,blues,latin,8
25,blues,metal,26
26,blues,pop,148
27,blues,rap,27
28,blues,reggae,1
29,blues,rock,220
30,country,alternative,44
31,country,blues,48
32,country,country,413
33,country,dance,30
34,country,disco,2
35,country,electronic,4
36,country,folk,67
37,country,indie,24
38,country,jazz,15
39,country,metal,5
40,country,pop,70
41,country,rap,7
42,country,rock,139
43,dance,alternative,109
44,dance,blues,55
45,dance,country,30
46,dance,dance,506
47,dance,disco,111
48,dance,electronic,157
49,dance,folk,22
50,dance,indie,58
51,dance,jazz,87
52,dance,latin,15
53,dance,metal,31
54,dance,pop,321
55,dance,rap,68
56,dance,reggae,32
57,dance,rock,207
58,disco,alternative,11
59,disco,blues,17
60,disco,country,2
61,disco,dance,111
62,disco,disco,160
63,disco,electronic,62
64,disco,folk,9
65,disco,indie,5
66,disco,jazz,25
67,disco,latin,1
68,disco,metal,4
69,disco,pop,121
70,disco,rap,15
71,disco,reggae,7
72,disco,rock,59
73,electronic,alternative,82
74,electronic,blues,4
75,electronic,country,4
76,electronic,dance,157
77,electronic,disco,62
78,electronic,electronic,311
79,electronic,folk,8
80,electronic,indie,58
81,electronic,jazz,31
82,electronic,latin,2
83,electronic,metal,17
84,electronic,pop,182
85,electronic,rap,28
86,electronic,reggae,8
87,electronic,rock,132
88,folk,alternative,64
89,folk,blues,36
90,folk,country,67
91,folk,dance,22
92,folk,disco,9
93,folk,electronic,8
94,folk,folk,246
95,folk,indie,41
96,folk,jazz,26
97,folk,latin,9
98,folk,metal,10
99,folk,pop,94
100,folk,rap,3
101,folk,rock,133
102,indie,alternative,260
103,indie,blues,18
104,indie,country,24
105,indie,dance,58
106,indie,disco,5
107,indie,electronic,58
108,indie,folk,41
109,indie,indie,373
110,indie,jazz,13
111,indie,latin,3
112,indie,metal,26
113,indie,pop,269
114,indie,rap,28
115,indie,reggae,8
116,indie,rock,291
117,jazz,alternative,40
118,jazz,blues,141
119,jazz,country,15
120,jazz,dance,87
121,jazz,disco,25
122,jazz,electronic,31
123,jazz,folk,26
124,jazz,indie,13
125,jazz,jazz,697
126,jazz,latin,20
127,jazz,metal,20
128,jazz,pop,152
129,jazz,rap,57
130,jazz,reggae,9
131,jazz,rock,148
132,latin,alternative,10
133,latin,blues,8
134,latin,dance,15
135,latin,disco,1
136,latin,electronic,2
137,latin,folk,9
138,latin,indie,3
139,latin,jazz,20
140,latin,latin,84
141,latin,metal,10
142,latin,pop,32
143,latin,rap,5
144,latin,reggae,1
145,latin,rock,41
146,metal,alternative,108
147,metal,blues,26
148,metal,country,5
149,metal,dance,31
150,metal,disco,4
151,metal,electronic,17
152,metal,folk,10
153,metal,indie,26
154,metal,jazz,20
155,metal,latin,10
156,metal,metal,603
157,metal,pop,96
158,metal,rap,18
159,metal,reggae,5
160,metal,rock,400
161,pop,alternative,351
162,pop,blues,148
163,pop,country,70
164,pop,dance,321
165,pop,disco,121
166,pop,electronic,182
167,pop,folk,94
168,pop,indie,269
169,pop,jazz,152
170,pop,latin,32
171,pop,metal,96
172,pop,pop,1390
173,pop,rap,102
174,pop,reggae,37
175,pop,rock,820
176,rap,alternative,43
177,rap,blues,27
178,rap,country,7
179,rap,dance,68
180,rap,disco,15
181,rap,electronic,28
182,rap,folk,3
183,rap,indie,28
184,rap,jazz,57
185,rap,latin,5
186,rap,metal,18
187,rap,pop,102
188,rap,rap,242
189,rap,reggae,6
190,rap,rock,74
191,reggae,alternative,5
192,reggae,blues,1
193,reggae,dance,32
194,reggae,disco,7
195,reggae,electronic,8
196,reggae,indie,8
197,reggae,jazz,9
198,reggae,latin,1
199,reggae,metal,5
200,reggae,pop,37
201,reggae,rap,6
202,reggae,reggae,115
203,reggae,rock,49
204,rock,alternative,503
205,rock,blues,220
206,rock,country,139
207,rock,dance,207
208,rock,disco,59
209,rock,electronic,132
210,rock,folk,133
211,rock,indie,291
212,rock,jazz,148
213,rock,latin,41
214,rock,metal,400
215,rock,pop,820
216,rock,rap,74
217,rock,reggae,49
218,rock,rock,2071
