,Origin,Dest,Count
0,alternative,alternative,51
1,alternative,blues,8
2,alternative,dance,5
3,alternative,disco,4
4,alternative,folk,16
5,alternative,indie,15
6,alternative,jazz,7
7,alternative,latin,1
8,alternative,metal,9
9,alternative,pop,42
10,alternative,rap,5
11,alternative,reggae,1
12,alternative,rock,47
13,blues,alternative,8
14,blues,blues,321
15,blues,country,14
16,blues,dance,53
17,blues,disco,16
18,blues,electronic,2
19,blues,folk,45
20,blues,indie,4
21,blues,jazz,108
22,blues,latin,1
23,blues,metal,23
24,blues,pop,144
25,blues,rap,4
26,blues,reggae,1
27,blues,rock,158
28,country,blues,14
29,country,country,79
30,country,dance,7
31,country,electronic,1
32,country,folk,25
33,country,indie,1
34,country,jazz,7
35,country,metal,2
36,country,pop,40
37,country,rap,2
38,country,rock,29
39,dance,alternative,5
40,dance,blues,53
41,dance,country,7
42,dance,dance,115
43,dance,disco,11
44,dance,folk,24
45,dance,indie,2
46,dance,jazz,33
47,dance,metal,10
48,dance,pop,87
49,dance,rock,95
50,disco,alternative,4
51,disco,blues,16
52,disco,dance,11
53,disco,disco,34
54,disco,folk,4
55,disco,indie,3
56,disco,jazz,15
57,disco,pop,16
58,disco,rock,16
59,electronic,blues,2
60,electronic,country,1
61,electronic,electronic,12
62,electronic,folk,1
63,electronic,indie,1
64,electronic,metal,1
65,electronic,pop,5
66,electronic,rock,2
67,folk,alternative,16
68,folk,blues,45
69,folk,country,25
70,folk,dance,24
71,folk,disco,4
72,folk,electronic,1
73,folk,folk,175
74,folk,indie,7
75,folk,jazz,17
76,folk,latin,6
77,folk,metal,5
78,folk,pop,123
79,folk,rap,5
80,folk,rock,132
81,indie,alternative,15
82,indie,blues,4
83,indie,country,1
84,indie,dance,2
85,indie,disco,3
86,indie,electronic,1
87,indie,folk,7
88,indie,indie,24
89,indie,jazz,1
90,indie,metal,1
91,indie,pop,21
92,indie,rap,3
93,indie,rock,23
94,jazz,alternative,7
95,jazz,blues,108
96,jazz,country,7
97,jazz,dance,33
98,jazz,disco,15
99,jazz,folk,17
100,jazz,indie,1
101,jazz,jazz,213
102,jazz,latin,5
103,jazz,pop,82
104,jazz,rap,3
105,jazz,rock,61
106,latin,alternative,1
107,latin,blues,1
108,latin,folk,6
109,latin,jazz,5
110,latin,latin,9
111,latin,pop,6
112,latin,rock,1
113,metal,alternative,9
114,metal,blues,23
115,metal,country,2
116,metal,dance,10
117,metal,electronic,1
118,metal,folk,5
119,metal,indie,1
120,metal,metal,58
121,metal,pop,45
122,metal,rap,3
123,metal,rock,58
124,pop,alternative,42
125,pop,blues,144
126,pop,country,40
127,pop,dance,87
128,pop,disco,16
129,pop,electronic,5
130,pop,folk,123
131,pop,indie,21
132,pop,jazz,82
133,pop,latin,6
134,pop,metal,45
135,pop,pop,475
136,pop,rap,11
137,pop,rock,380
138,rap,alternative,5
139,rap,blues,4
140,rap,country,2
141,rap,folk,5
142,rap,indie,3
143,rap,jazz,3
144,rap,metal,3
145,rap,pop,11
146,rap,rap,16
147,rap,rock,13
148,reggae,alternative,1
149,reggae,blues,1
150,reggae,reggae,2
151,rock,alternative,47
152,rock,blues,158
153,rock,country,29
154,rock,dance,95
155,rock,disco,16
156,rock,electronic,2
157,rock,folk,132
158,rock,indie,23
159,rock,jazz,61
160,rock,latin,1
161,rock,metal,58
162,rock,pop,380
163,rock,rap,13
164,rock,rock,532
