,Origin,Dest,Count
0,blues,blues,147
1,blues,country,20
2,blues,dance,29
3,blues,disco,1
4,blues,folk,12
5,blues,indie,2
6,blues,jazz,62
7,blues,latin,2
8,blues,metal,2
9,blues,pop,63
10,blues,rap,5
11,blues,reggae,2
12,blues,rock,70
13,country,blues,20
14,country,country,83
15,country,dance,3
16,country,folk,22
17,country,jazz,20
18,country,metal,2
19,country,pop,34
20,country,rap,12
21,country,rock,43
22,dance,blues,29
23,dance,country,3
24,dance,dance,47
25,dance,folk,2
26,dance,indie,2
27,dance,jazz,23
28,dance,latin,3
29,dance,metal,2
30,dance,pop,31
31,dance,reggae,4
32,dance,rock,41
33,disco,blues,1
34,disco,disco,4
35,disco,jazz,3
36,disco,pop,1
37,disco,reggae,1
38,disco,rock,1
39,folk,blues,12
40,folk,country,22
41,folk,dance,2
42,folk,folk,31
43,folk,jazz,6
44,folk,latin,2
45,folk,metal,2
46,folk,pop,13
47,folk,rap,12
48,folk,reggae,2
49,folk,rock,16
50,indie,blues,2
51,indie,dance,2
52,indie,indie,5
53,indie,jazz,4
54,indie,pop,2
55,indie,reggae,2
56,indie,rock,4
57,jazz,blues,62
58,jazz,country,20
59,jazz,dance,23
60,jazz,disco,3
61,jazz,folk,6
62,jazz,indie,4
63,jazz,jazz,153
64,jazz,latin,4
65,jazz,pop,44
66,jazz,rap,1
67,jazz,reggae,5
68,jazz,rock,38
69,latin,blues,2
70,latin,dance,3
71,latin,folk,2
72,latin,jazz,4
73,latin,latin,5
74,latin,pop,3
75,latin,reggae,3
76,latin,rock,2
77,metal,blues,2
78,metal,country,2
79,metal,dance,2
80,metal,folk,2
81,metal,metal,5
82,metal,pop,2
83,metal,rap,2
84,metal,rock,2
85,pop,blues,63
86,pop,country,34
87,pop,dance,31
88,pop,disco,1
89,pop,folk,13
90,pop,indie,2
91,pop,jazz,44
92,pop,latin,3
93,pop,metal,2
94,pop,pop,144
95,pop,rap,6
96,pop,reggae,6
97,pop,rock,102
98,rap,blues,5
99,rap,country,12
100,rap,folk,12
101,rap,jazz,1
102,rap,metal,2
103,rap,pop,6
104,rap,rap,13
105,rap,rock,5
106,reggae,blues,2
107,reggae,dance,4
108,reggae,disco,1
109,reggae,folk,2
110,reggae,indie,2
111,reggae,jazz,5
112,reggae,latin,3
113,reggae,pop,6
114,reggae,reggae,6
115,reggae,rock,5
116,rock,blues,70
117,rock,country,43
118,rock,dance,41
119,rock,disco,1
120,rock,folk,16
121,rock,indie,4
122,rock,jazz,38
123,rock,latin,2
124,rock,metal,2
125,rock,pop,102
126,rock,rap,5
127,rock,reggae,5
128,rock,rock,148
