,Origin,Dest,Count
0,alternative,alternative,86
1,alternative,blues,18
2,alternative,country,6
3,alternative,dance,14
4,alternative,disco,9
5,alternative,electronic,6
6,alternative,folk,21
7,alternative,indie,16
8,alternative,jazz,11
9,alternative,latin,3
10,alternative,metal,9
11,alternative,pop,62
12,alternative,rap,6
13,alternative,rock,82
14,blues,alternative,18
15,blues,blues,331
16,blues,country,34
17,blues,dance,53
18,blues,disco,14
19,blues,electronic,2
20,blues,folk,45
21,blues,indie,14
22,blues,jazz,80
23,blues,latin,2
24,blues,metal,49
25,blues,pop,138
26,blues,rap,9
27,blues,reggae,1
28,blues,rock,234
29,country,alternative,6
30,country,blues,34
31,country,country,126
32,country,dance,10
33,country,disco,2
34,country,electronic,1
35,country,folk,56
36,country,indie,11
37,country,jazz,12
38,country,latin,1
39,country,metal,10
40,country,pop,53
41,country,rap,12
42,country,reggae,2
43,country,rock,80
44,dance,alternative,14
45,dance,blues,53
46,dance,country,10
47,dance,dance,126
48,dance,disco,16
49,dance,electronic,2
50,dance,folk,10
51,dance,indie,5
52,dance,jazz,47
53,dance,latin,5
54,dance,metal,11
55,dance,pop,91
56,dance,rap,18
57,dance,reggae,3
58,dance,rock,99
59,disco,alternative,9
60,disco,blues,14
61,disco,country,2
62,disco,dance,16
63,disco,disco,45
64,disco,electronic,3
65,disco,folk,4
66,disco,jazz,22
67,disco,latin,1
68,disco,pop,23
69,disco,rap,4
70,disco,rock,31
71,electronic,alternative,6
72,electronic,blues,2
73,electronic,country,1
74,electronic,dance,2
75,electronic,disco,3
76,electronic,electronic,21
77,electronic,folk,3
78,electronic,indie,1
79,electronic,jazz,2
80,electronic,metal,2
81,electronic,pop,10
82,electronic,rap,1
83,electronic,rock,15
84,folk,alternative,21
85,folk,blues,45
86,folk,country,56
87,folk,dance,10
88,folk,disco,4
89,folk,electronic,3
90,folk,folk,207
91,folk,indie,29
92,folk,jazz,39
93,folk,latin,2
94,folk,metal,11
95,folk,pop,123
96,folk,rap,12
97,folk,reggae,1
98,folk,rock,167
99,indie,alternative,16
100,indie,blues,14
101,indie,country,11
102,indie,dance,5
103,indie,electronic,1
104,indie,folk,29
105,indie,indie,59
106,indie,jazz,3
107,indie,latin,1
108,indie,metal,3
109,indie,pop,48
110,indie,rap,3
111,indie,rock,52
112,jazz,alternative,11
113,jazz,blues,80
114,jazz,country,12
115,jazz,dance,47
116,jazz,disco,22
117,jazz,electronic,2
118,jazz,folk,39
119,jazz,indie,3
120,jazz,jazz,253
121,jazz,latin,14
122,jazz,metal,7
123,jazz,pop,85
124,jazz,rap,14
125,jazz,reggae,5
126,jazz,rock,122
127,latin,alternative,3
128,latin,blues,2
129,latin,country,1
130,latin,dance,5
131,latin,disco,1
132,latin,folk,2
133,latin,indie,1
134,latin,jazz,14
135,latin,latin,22
136,latin,pop,6
137,latin,rap,2
138,latin,rock,7
139,metal,alternative,9
140,metal,blues,49
141,metal,country,10
142,metal,dance,11
143,metal,electronic,2
144,metal,folk,11
145,metal,indie,3
146,metal,jazz,7
147,metal,metal,81
148,metal,pop,56
149,metal,rap,1
150,metal,reggae,1
151,metal,rock,80
152,pop,alternative,62
153,pop,blues,138
154,pop,country,53
155,pop,dance,91
156,pop,disco,23
157,pop,electronic,10
158,pop,folk,123
159,pop,indie,48
160,pop,jazz,85
161,pop,latin,6
162,pop,metal,56
163,pop,pop,513
164,pop,rap,31
165,pop,reggae,6
166,pop,rock,420
167,rap,alternative,6
168,rap,blues,9
169,rap,country,12
170,rap,dance,18
171,rap,disco,4
172,rap,electronic,1
173,rap,folk,12
174,rap,indie,3
175,rap,jazz,14
176,rap,latin,2
177,rap,metal,1
178,rap,pop,31
179,rap,rap,42
180,rap,reggae,1
181,rap,rock,38
182,reggae,blues,1
183,reggae,country,2
184,reggae,dance,3
185,reggae,folk,1
186,reggae,jazz,5
187,reggae,metal,1
188,reggae,pop,6
189,reggae,rap,1
190,reggae,reggae,13
191,reggae,rock,12
192,rock,alternative,82
193,rock,blues,234
194,rock,country,80
195,rock,dance,99
196,rock,disco,31
197,rock,electronic,15
198,rock,folk,167
199,rock,indie,52
200,rock,jazz,122
201,rock,latin,7
202,rock,metal,80
203,rock,pop,420
204,rock,rap,38
205,rock,reggae,12
206,rock,rock,798
