,Origin,Dest,Count
0,alternative,alternative,1
1,alternative,pop,1
2,blues,blues,51
3,blues,country,4
4,blues,dance,12
5,blues,jazz,19
6,blues,pop,25
7,blues,rock,30
8,country,blues,4
9,country,country,7
10,country,pop,6
11,country,rock,6
12,dance,blues,12
13,dance,dance,18
14,dance,jazz,8
15,dance,latin,3
16,dance,pop,10
17,dance,rock,7
18,folk,folk,3
19,folk,latin,1
20,folk,pop,1
21,jazz,blues,19
22,jazz,dance,8
23,jazz,jazz,50
24,jazz,latin,1
25,jazz,pop,17
26,jazz,rock,11
27,latin,dance,3
28,latin,folk,1
29,latin,jazz,1
30,latin,latin,7
31,latin,pop,4
32,pop,alternative,1
33,pop,blues,25
34,pop,country,6
35,pop,dance,10
36,pop,folk,1
37,pop,jazz,17
38,pop,latin,4
39,pop,pop,53
40,pop,rock,30
41,rock,blues,30
42,rock,country,6
43,rock,dance,7
44,rock,jazz,11
45,rock,pop,30
46,rock,rock,38
