,Origin,Dest,Count
0,alternative,alternative,1466
1,alternative,blues,90
2,alternative,country,86
3,alternative,dance,288
4,alternative,disco,63
5,alternative,electronic,368
6,alternative,folk,217
7,alternative,indie,693
8,alternative,jazz,158
9,alternative,latin,53
10,alternative,metal,241
11,alternative,pop,761
12,alternative,rap,147
13,alternative,reggae,32
14,alternative,rock,1244
15,blues,alternative,90
16,blues,blues,525
17,blues,country,54
18,blues,dance,58
19,blues,disco,13
20,blues,electronic,28
21,blues,folk,62
22,blues,indie,58
23,blues,jazz,113
24,blues,latin,8
25,blues,metal,20
26,blues,pop,160
27,blues,rap,53
28,blues,reggae,18
29,blues,rock,247
30,country,alternative,86
31,country,blues,54
32,country,country,504
33,country,dance,42
34,country,disco,6
35,country,electronic,13
36,country,folk,157
37,country,indie,95
38,country,jazz,30
39,country,latin,23
40,country,metal,5
41,country,pop,148
42,country,rap,13
43,country,reggae,2
44,country,rock,212
45,dance,alternative,288
46,dance,blues,58
47,dance,country,42
48,dance,dance,1097
49,dance,disco,102
50,dance,electronic,473
51,dance,folk,66
52,dance,indie,147
53,dance,jazz,170
54,dance,latin,69
55,dance,metal,88
56,dance,pop,544
57,dance,rap,127
58,dance,reggae,91
59,dance,rock,480
60,disco,alternative,63
61,disco,blues,13
62,disco,country,6
63,disco,dance,102
64,disco,disco,218
65,disco,electronic,90
66,disco,folk,19
67,disco,indie,46
68,disco,jazz,56
69,disco,latin,9
70,disco,metal,21
71,disco,pop,121
72,disco,rap,29
73,disco,reggae,5
74,disco,rock,105
75,electronic,alternative,368
76,electronic,blues,28
77,electronic,country,13
78,electronic,dance,473
79,electronic,disco,90
80,electronic,electronic,1296
81,electronic,folk,85
82,electronic,indie,217
83,electronic,jazz,333
84,electronic,latin,41
85,electronic,metal,145
86,electronic,pop,437
87,electronic,rap,73
88,electronic,reggae,16
89,electronic,rock,492
90,folk,alternative,217
91,folk,blues,62
92,folk,country,157
93,folk,dance,66
94,folk,disco,19
95,folk,electronic,85
96,folk,folk,707
97,folk,indie,202
98,folk,jazz,77
99,folk,latin,31
100,folk,metal,113
101,folk,pop,261
102,folk,rap,27
103,folk,reggae,15
104,folk,rock,385
105,indie,alternative,693
106,indie,blues,58
107,indie,country,95
108,indie,dance,147
109,indie,disco,46
110,indie,electronic,217
111,indie,folk,202
112,indie,indie,1079
113,indie,jazz,113
114,indie,latin,32
115,indie,metal,90
116,indie,pop,608
117,indie,rap,78
118,indie,reggae,7
119,indie,rock,848
120,jazz,alternative,158
121,jazz,blues,113
122,jazz,country,30
123,jazz,dance,170
124,jazz,disco,56
125,jazz,electronic,333
126,jazz,folk,77
127,jazz,indie,113
128,jazz,jazz,1246
129,jazz,latin,41
130,jazz,metal,76
131,jazz,pop,255
132,jazz,rap,97
133,jazz,reggae,28
134,jazz,rock,293
135,latin,alternative,53
136,latin,blues,8
137,latin,country,23
138,latin,dance,69
139,latin,disco,9
140,latin,electronic,41
141,latin,folk,31
142,latin,indie,32
143,latin,jazz,41
144,latin,latin,275
145,latin,metal,15
146,latin,pop,140
147,latin,rap,3
148,latin,reggae,13
149,latin,rock,130
150,metal,alternative,241
151,metal,blues,20
152,metal,country,5
153,metal,dance,88
154,metal,disco,21
155,metal,electronic,145
156,metal,folk,113
157,metal,indie,90
158,metal,jazz,76
159,metal,latin,15
160,metal,metal,1318
161,metal,pop,168
162,metal,rap,77
163,metal,reggae,12
164,metal,rock,624
165,pop,alternative,761
166,pop,blues,160
167,pop,country,148
168,pop,dance,544
169,pop,disco,121
170,pop,electronic,437
171,pop,folk,261
172,pop,indie,608
173,pop,jazz,255
174,pop,latin,140
175,pop,metal,168
176,pop,pop,2233
177,pop,rap,185
178,pop,reggae,50
179,pop,rock,1346
180,rap,alternative,147
181,rap,blues,53
182,rap,country,13
183,rap,dance,127
184,rap,disco,29
185,rap,electronic,73
186,rap,folk,27
187,rap,indie,78
188,rap,jazz,97
189,rap,latin,3
190,rap,metal,77
191,rap,pop,185
192,rap,rap,653
193,rap,reggae,22
194,rap,rock,206
195,reggae,alternative,32
196,reggae,blues,18
197,reggae,country,2
198,reggae,dance,91
199,reggae,disco,5
200,reggae,electronic,16
201,reggae,folk,15
202,reggae,indie,7
203,reggae,jazz,28
204,reggae,latin,13
205,reggae,metal,12
206,reggae,pop,50
207,reggae,rap,22
208,reggae,reggae,315
209,reggae,rock,104
210,rock,alternative,1244
211,rock,blues,247
212,rock,country,212
213,rock,dance,480
214,rock,disco,105
215,rock,electronic,492
216,rock,folk,385
217,rock,indie,848
218,rock,jazz,293
219,rock,latin,130
220,rock,metal,624
221,rock,pop,1346
222,rock,rap,206
223,rock,reggae,104
224,rock,rock,3626
