,Origin,Dest,Count
0,alternative,alternative,108
1,alternative,blues,42
2,alternative,country,8
3,alternative,dance,22
4,alternative,disco,10
5,alternative,electronic,14
6,alternative,folk,16
7,alternative,indie,27
8,alternative,jazz,6
9,alternative,latin,1
10,alternative,metal,48
11,alternative,pop,86
12,alternative,rap,4
13,alternative,reggae,7
14,alternative,rock,106
15,blues,alternative,42
16,blues,blues,360
17,blues,country,38
18,blues,dance,58
19,blues,disco,51
20,blues,electronic,19
21,blues,folk,49
22,blues,indie,18
23,blues,jazz,104
24,blues,latin,13
25,blues,metal,63
26,blues,pop,152
27,blues,rap,16
28,blues,reggae,6
29,blues,rock,261
30,country,alternative,8
31,country,blues,38
32,country,country,155
33,country,dance,19
34,country,electronic,3
35,country,folk,53
36,country,indie,6
37,country,jazz,14
38,country,latin,3
39,country,metal,11
40,country,pop,61
41,country,rap,6
42,country,reggae,5
43,country,rock,107
44,dance,alternative,22
45,dance,blues,58
46,dance,country,19
47,dance,dance,185
48,dance,disco,69
49,dance,electronic,10
50,dance,folk,16
51,dance,indie,14
52,dance,jazz,52
53,dance,latin,8
54,dance,metal,45
55,dance,pop,126
56,dance,rap,7
57,dance,reggae,11
58,dance,rock,132
59,disco,alternative,10
60,disco,blues,51
61,disco,dance,69
62,disco,disco,146
63,disco,electronic,8
64,disco,folk,3
65,disco,indie,5
66,disco,jazz,44
67,disco,latin,2
68,disco,metal,16
69,disco,pop,84
70,disco,rap,5
71,disco,reggae,4
72,disco,rock,73
73,electronic,alternative,14
74,electronic,blues,19
75,electronic,country,3
76,electronic,dance,10
77,electronic,disco,8
78,electronic,electronic,51
79,electronic,folk,10
80,electronic,indie,12
81,electronic,jazz,17
82,electronic,latin,2
83,electronic,metal,9
84,electronic,pop,33
85,electronic,rap,3
86,electronic,reggae,5
87,electronic,rock,44
88,folk,alternative,16
89,folk,blues,49
90,folk,country,53
91,folk,dance,16
92,folk,disco,3
93,folk,electronic,10
94,folk,folk,210
95,folk,indie,16
96,folk,jazz,23
97,folk,latin,9
98,folk,metal,11
99,folk,pop,78
100,folk,rap,10
101,folk,reggae,6
102,folk,rock,152
103,indie,alternative,27
104,indie,blues,18
105,indie,country,6
106,indie,dance,14
107,indie,disco,5
108,indie,electronic,12
109,indie,folk,16
110,indie,indie,54
111,indie,jazz,7
112,indie,latin,2
113,indie,metal,25
114,indie,pop,39
115,indie,rap,6
116,indie,reggae,6
117,indie,rock,54
118,jazz,alternative,6
119,jazz,blues,104
120,jazz,country,14
121,jazz,dance,52
122,jazz,disco,44
123,jazz,electronic,17
124,jazz,folk,23
125,jazz,indie,7
126,jazz,jazz,338
127,jazz,latin,28
128,jazz,metal,10
129,jazz,pop,107
130,jazz,rap,22
131,jazz,reggae,5
132,jazz,rock,138
133,latin,alternative,1
134,latin,blues,13
135,latin,country,3
136,latin,dance,8
137,latin,disco,2
138,latin,electronic,2
139,latin,folk,9
140,latin,indie,2
141,latin,jazz,28
142,latin,latin,52
143,latin,metal,1
144,latin,pop,16
145,latin,rap,5
146,latin,reggae,2
147,latin,rock,26
148,metal,alternative,48
149,metal,blues,63
150,metal,country,11
151,metal,dance,45
152,metal,disco,16
153,metal,electronic,9
154,metal,folk,11
155,metal,indie,25
156,metal,jazz,10
157,metal,latin,1
158,metal,metal,175
159,metal,pop,94
160,metal,rap,1
161,metal,reggae,6
162,metal,rock,173
163,pop,alternative,86
164,pop,blues,152
165,pop,country,61
166,pop,dance,126
167,pop,disco,84
168,pop,electronic,33
169,pop,folk,78
170,pop,indie,39
171,pop,jazz,107
172,pop,latin,16
173,pop,metal,94
174,pop,pop,613
175,pop,rap,17
176,pop,reggae,20
177,pop,rock,459
178,rap,alternative,4
179,rap,blues,16
180,rap,country,6
181,rap,dance,7
182,rap,disco,5
183,rap,electronic,3
184,rap,folk,10
185,rap,indie,6
186,rap,jazz,22
187,rap,latin,5
188,rap,metal,1
189,rap,pop,17
190,rap,rap,34
191,rap,reggae,5
192,rap,rock,19
193,reggae,alternative,7
194,reggae,blues,6
195,reggae,country,5
196,reggae,dance,11
197,reggae,disco,4
198,reggae,electronic,5
199,reggae,folk,6
200,reggae,indie,6
201,reggae,jazz,5
202,reggae,latin,2
203,reggae,metal,6
204,reggae,pop,20
205,reggae,rap,5
206,reggae,reggae,40
207,reggae,rock,35
208,rock,alternative,106
209,rock,blues,261
210,rock,country,107
211,rock,dance,132
212,rock,disco,73
213,rock,electronic,44
214,rock,folk,152
215,rock,indie,54
216,rock,jazz,138
217,rock,latin,26
218,rock,metal,173
219,rock,pop,459
220,rock,rap,19
221,rock,reggae,35
222,rock,rock,1106
