,Origin,Dest,Count
0,alternative,alternative,1001
1,alternative,blues,90
2,alternative,country,59
3,alternative,dance,134
4,alternative,disco,40
5,alternative,electronic,134
6,alternative,folk,176
7,alternative,indie,482
8,alternative,jazz,114
9,alternative,latin,8
10,alternative,metal,135
11,alternative,pop,580
12,alternative,rap,73
13,alternative,reggae,15
14,alternative,rock,863
15,blues,alternative,90
16,blues,blues,594
17,blues,country,37
18,blues,dance,64
19,blues,disco,12
20,blues,electronic,14
21,blues,folk,59
22,blues,indie,49
23,blues,jazz,165
24,blues,latin,1
25,blues,metal,35
26,blues,pop,188
27,blues,rap,33
28,blues,reggae,7
29,blues,rock,250
30,country,alternative,59
31,country,blues,37
32,country,country,390
33,country,dance,19
34,country,disco,10
35,country,electronic,4
36,country,folk,56
37,country,indie,28
38,country,jazz,17
39,country,latin,1
40,country,metal,7
41,country,pop,100
42,country,rap,4
43,country,reggae,3
44,country,rock,141
45,dance,alternative,134
46,dance,blues,64
47,dance,country,19
48,dance,dance,672
49,dance,disco,102
50,dance,electronic,213
51,dance,folk,44
52,dance,indie,82
53,dance,jazz,148
54,dance,latin,24
55,dance,metal,33
56,dance,pop,368
57,dance,rap,58
58,dance,reggae,62
59,dance,rock,265
60,disco,alternative,40
61,disco,blues,12
62,disco,country,10
63,disco,dance,102
64,disco,disco,215
65,disco,electronic,55
66,disco,folk,10
67,disco,indie,26
68,disco,jazz,43
69,disco,latin,15
70,disco,metal,19
71,disco,pop,118
72,disco,rap,6
73,disco,reggae,6
74,disco,rock,87
75,electronic,alternative,134
76,electronic,blues,14
77,electronic,country,4
78,electronic,dance,213
79,electronic,disco,55
80,electronic,electronic,553
81,electronic,folk,26
82,electronic,indie,76
83,electronic,jazz,130
84,electronic,latin,7
85,electronic,metal,38
86,electronic,pop,226
87,electronic,rap,24
88,electronic,reggae,12
89,electronic,rock,216
90,folk,alternative,176
91,folk,blues,59
92,folk,country,56
93,folk,dance,44
94,folk,disco,10
95,folk,electronic,26
96,folk,folk,437
97,folk,indie,140
98,folk,jazz,57
99,folk,latin,11
100,folk,metal,34
101,folk,pop,200
102,folk,rap,15
103,folk,reggae,6
104,folk,rock,289
105,indie,alternative,482
106,indie,blues,49
107,indie,country,28
108,indie,dance,82
109,indie,disco,26
110,indie,electronic,76
111,indie,folk,140
112,indie,indie,698
113,indie,jazz,56
114,indie,latin,6
115,indie,metal,46
116,indie,pop,453
117,indie,rap,49
118,indie,reggae,10
119,indie,rock,559
120,jazz,alternative,114
121,jazz,blues,165
122,jazz,country,17
123,jazz,dance,148
124,jazz,disco,43
125,jazz,electronic,130
126,jazz,folk,57
127,jazz,indie,56
128,jazz,jazz,885
129,jazz,latin,22
130,jazz,metal,36
131,jazz,pop,218
132,jazz,rap,83
133,jazz,reggae,12
134,jazz,rock,209
135,latin,alternative,8
136,latin,blues,1
137,latin,country,1
138,latin,dance,24
139,latin,disco,15
140,latin,electronic,7
141,latin,folk,11
142,latin,indie,6
143,latin,jazz,22
144,latin,latin,105
145,latin,metal,5
146,latin,pop,48
147,latin,rap,8
148,latin,reggae,4
149,latin,rock,37
150,metal,alternative,135
151,metal,blues,35
152,metal,country,7
153,metal,dance,33
154,metal,disco,19
155,metal,electronic,38
156,metal,folk,34
157,metal,indie,46
158,metal,jazz,36
159,metal,latin,5
160,metal,metal,796
161,metal,pop,117
162,metal,rap,23
163,metal,reggae,2
164,metal,rock,420
165,pop,alternative,580
166,pop,blues,188
167,pop,country,100
168,pop,dance,368
169,pop,disco,118
170,pop,electronic,226
171,pop,folk,200
172,pop,indie,453
173,pop,jazz,218
174,pop,latin,48
175,pop,metal,117
176,pop,pop,1753
177,pop,rap,101
178,pop,reggae,41
179,pop,rock,1056
180,rap,alternative,73
181,rap,blues,33
182,rap,country,4
183,rap,dance,58
184,rap,disco,6
185,rap,electronic,24
186,rap,folk,15
187,rap,indie,49
188,rap,jazz,83
189,rap,latin,8
190,rap,metal,23
191,rap,pop,101
192,rap,rap,329
193,rap,reggae,18
194,rap,rock,86
195,reggae,alternative,15
196,reggae,blues,7
197,reggae,country,3
198,reggae,dance,62
199,reggae,disco,6
200,reggae,electronic,12
201,reggae,folk,6
202,reggae,indie,10
203,reggae,jazz,12
204,reggae,latin,4
205,reggae,metal,2
206,reggae,pop,41
207,reggae,rap,18
208,reggae,reggae,196
209,reggae,rock,83
210,rock,alternative,863
211,rock,blues,250
212,rock,country,141
213,rock,dance,265
214,rock,disco,87
215,rock,electronic,216
216,rock,folk,289
217,rock,indie,559
218,rock,jazz,209
219,rock,latin,37
220,rock,metal,420
221,rock,pop,1056
222,rock,rap,86
223,rock,reggae,83
224,rock,rock,2706
