,Origin,Dest,Count
0,alternative,alternative,2589
1,alternative,blues,94
2,alternative,country,87
3,alternative,dance,584
4,alternative,disco,167
5,alternative,electronic,759
6,alternative,folk,374
7,alternative,indie,1543
8,alternative,jazz,142
9,alternative,latin,33
10,alternative,metal,231
11,alternative,pop,1384
12,alternative,rap,108
13,alternative,reggae,30
14,alternative,rock,1979
15,blues,alternative,94
16,blues,blues,492
17,blues,country,20
18,blues,dance,78
19,blues,disco,19
20,blues,electronic,24
21,blues,folk,47
22,blues,indie,71
23,blues,jazz,99
24,blues,latin,10
25,blues,metal,30
26,blues,pop,176
27,blues,rap,26
28,blues,reggae,15
29,blues,rock,226
30,country,alternative,87
31,country,blues,20
32,country,country,482
33,country,dance,47
34,country,disco,12
35,country,electronic,22
36,country,folk,126
37,country,indie,122
38,country,jazz,7
39,country,latin,3
40,country,metal,13
41,country,pop,134
42,country,rap,6
43,country,rock,177
44,dance,alternative,584
45,dance,blues,78
46,dance,country,47
47,dance,dance,2463
48,dance,disco,362
49,dance,electronic,1380
50,dance,folk,117
51,dance,indie,720
52,dance,jazz,193
53,dance,latin,77
54,dance,metal,98
55,dance,pop,1416
56,dance,rap,216
57,dance,reggae,70
58,dance,rock,946
59,disco,alternative,167
60,disco,blues,19
61,disco,country,12
62,disco,dance,362
63,disco,disco,625
64,disco,electronic,371
65,disco,folk,35
66,disco,indie,275
67,disco,jazz,43
68,disco,latin,23
69,disco,metal,21
70,disco,pop,368
71,disco,rap,36
72,disco,reggae,3
73,disco,rock,245
74,electronic,alternative,759
75,electronic,blues,24
76,electronic,country,22
77,electronic,dance,1380
78,electronic,disco,371
79,electronic,electronic,3110
80,electronic,folk,119
81,electronic,indie,1011
82,electronic,jazz,252
83,electronic,latin,61
84,electronic,metal,122
85,electronic,pop,1423
86,electronic,rap,183
87,electronic,reggae,44
88,electronic,rock,1027
89,folk,alternative,374
90,folk,blues,47
91,folk,country,126
92,folk,dance,117
93,folk,disco,35
94,folk,electronic,119
95,folk,folk,1316
96,folk,indie,656
97,folk,jazz,36
98,folk,latin,17
99,folk,metal,121
100,folk,pop,462
101,folk,rap,33
102,folk,reggae,18
103,folk,rock,550
104,indie,alternative,1543
105,indie,blues,71
106,indie,country,122
107,indie,dance,720
108,indie,disco,275
109,indie,electronic,1011
110,indie,folk,656
111,indie,indie,3356
112,indie,jazz,132
113,indie,latin,23
114,indie,metal,77
115,indie,pop,1769
116,indie,rap,96
117,indie,reggae,16
118,indie,rock,2048
119,jazz,alternative,142
120,jazz,blues,99
121,jazz,country,7
122,jazz,dance,193
123,jazz,disco,43
124,jazz,electronic,252
125,jazz,folk,36
126,jazz,indie,132
127,jazz,jazz,997
128,jazz,latin,32
129,jazz,metal,60
130,jazz,pop,266
131,jazz,rap,45
132,jazz,reggae,29
133,jazz,rock,250
134,latin,alternative,33
135,latin,blues,10
136,latin,country,3
137,latin,dance,77
138,latin,disco,23
139,latin,electronic,61
140,latin,folk,17
141,latin,indie,23
142,latin,jazz,32
143,latin,latin,214
144,latin,metal,8
145,latin,pop,117
146,latin,rap,27
147,latin,reggae,17
148,latin,rock,75
149,metal,alternative,231
150,metal,blues,30
151,metal,country,13
152,metal,dance,98
153,metal,disco,21
154,metal,electronic,122
155,metal,folk,121
156,metal,indie,77
157,metal,jazz,60
158,metal,latin,8
159,metal,metal,2203
160,metal,pop,183
161,metal,rap,70
162,metal,reggae,28
163,metal,rock,689
164,pop,alternative,1384
165,pop,blues,176
166,pop,country,134
167,pop,dance,1416
168,pop,disco,368
169,pop,electronic,1423
170,pop,folk,462
171,pop,indie,1769
172,pop,jazz,266
173,pop,latin,117
174,pop,metal,183
175,pop,pop,4348
176,pop,rap,256
177,pop,reggae,66
178,pop,rock,2174
179,rap,alternative,108
180,rap,blues,26
181,rap,country,6
182,rap,dance,216
183,rap,disco,36
184,rap,electronic,183
185,rap,folk,33
186,rap,indie,96
187,rap,jazz,45
188,rap,latin,27
189,rap,metal,70
190,rap,pop,256
191,rap,rap,706
192,rap,reggae,52
193,rap,rock,209
194,reggae,alternative,30
195,reggae,blues,15
196,reggae,dance,70
197,reggae,disco,3
198,reggae,electronic,44
199,reggae,folk,18
200,reggae,indie,16
201,reggae,jazz,29
202,reggae,latin,17
203,reggae,metal,28
204,reggae,pop,66
205,reggae,rap,52
206,reggae,reggae,324
207,reggae,rock,71
208,rock,alternative,1979
209,rock,blues,226
210,rock,country,177
211,rock,dance,946
212,rock,disco,245
213,rock,electronic,1027
214,rock,folk,550
215,rock,indie,2048
216,rock,jazz,250
217,rock,latin,75
218,rock,metal,689
219,rock,pop,2174
220,rock,rap,209
221,rock,reggae,71
222,rock,rock,5697
