,Origin,Dest,Count
0,alternative,alternative,116
1,alternative,blues,42
2,alternative,country,7
3,alternative,dance,18
4,alternative,disco,8
5,alternative,electronic,5
6,alternative,folk,48
7,alternative,indie,46
8,alternative,jazz,43
9,alternative,latin,3
10,alternative,metal,30
11,alternative,pop,84
12,alternative,rap,11
13,alternative,reggae,3
14,alternative,rock,113
15,blues,alternative,42
16,blues,blues,406
17,blues,country,26
18,blues,dance,68
19,blues,disco,22
20,blues,electronic,10
21,blues,folk,66
22,blues,indie,26
23,blues,jazz,130
24,blues,latin,2
25,blues,metal,47
26,blues,pop,168
27,blues,rap,21
28,blues,reggae,1
29,blues,rock,267
30,country,alternative,7
31,country,blues,26
32,country,country,130
33,country,dance,17
34,country,disco,5
35,country,folk,60
36,country,indie,12
37,country,jazz,13
38,country,latin,1
39,country,metal,10
40,country,pop,61
41,country,rap,3
42,country,reggae,5
43,country,rock,81
44,dance,alternative,18
45,dance,blues,68
46,dance,country,17
47,dance,dance,181
48,dance,disco,49
49,dance,electronic,8
50,dance,folk,21
51,dance,indie,4
52,dance,jazz,82
53,dance,latin,11
54,dance,metal,16
55,dance,pop,141
56,dance,rap,18
57,dance,reggae,17
58,dance,rock,123
59,disco,alternative,8
60,disco,blues,22
61,disco,country,5
62,disco,dance,49
63,disco,disco,74
64,disco,electronic,9
65,disco,folk,7
66,disco,indie,2
67,disco,jazz,37
68,disco,latin,4
69,disco,metal,3
70,disco,pop,57
71,disco,rap,3
72,disco,rock,49
73,electronic,alternative,5
74,electronic,blues,10
75,electronic,dance,8
76,electronic,disco,9
77,electronic,electronic,42
78,electronic,folk,2
79,electronic,indie,5
80,electronic,jazz,11
81,electronic,latin,1
82,electronic,metal,11
83,electronic,pop,23
84,electronic,rock,33
85,folk,alternative,48
86,folk,blues,66
87,folk,country,60
88,folk,dance,21
89,folk,disco,7
90,folk,electronic,2
91,folk,folk,236
92,folk,indie,24
93,folk,jazz,44
94,folk,latin,6
95,folk,metal,17
96,folk,pop,134
97,folk,rap,18
98,folk,rock,185
99,indie,alternative,46
100,indie,blues,26
101,indie,country,12
102,indie,dance,4
103,indie,disco,2
104,indie,electronic,5
105,indie,folk,24
106,indie,indie,71
107,indie,jazz,9
108,indie,metal,17
109,indie,pop,59
110,indie,rap,6
111,indie,reggae,1
112,indie,rock,68
113,jazz,alternative,43
114,jazz,blues,130
115,jazz,country,13
116,jazz,dance,82
117,jazz,disco,37
118,jazz,electronic,11
119,jazz,folk,44
120,jazz,indie,9
121,jazz,jazz,357
122,jazz,latin,23
123,jazz,metal,21
124,jazz,pop,133
125,jazz,rap,30
126,jazz,reggae,4
127,jazz,rock,167
128,latin,alternative,3
129,latin,blues,2
130,latin,country,1
131,latin,dance,11
132,latin,disco,4
133,latin,electronic,1
134,latin,folk,6
135,latin,jazz,23
136,latin,latin,51
137,latin,pop,17
138,latin,rap,4
139,latin,rock,29
140,metal,alternative,30
141,metal,blues,47
142,metal,country,10
143,metal,dance,16
144,metal,disco,3
145,metal,electronic,11
146,metal,folk,17
147,metal,indie,17
148,metal,jazz,21
149,metal,metal,143
150,metal,pop,73
151,metal,reggae,4
152,metal,rock,141
153,pop,alternative,84
154,pop,blues,168
155,pop,country,61
156,pop,dance,141
157,pop,disco,57
158,pop,electronic,23
159,pop,folk,134
160,pop,indie,59
161,pop,jazz,133
162,pop,latin,17
163,pop,metal,73
164,pop,pop,598
165,pop,rap,37
166,pop,reggae,20
167,pop,rock,475
168,rap,alternative,11
169,rap,blues,21
170,rap,country,3
171,rap,dance,18
172,rap,disco,3
173,rap,folk,18
174,rap,indie,6
175,rap,jazz,30
176,rap,latin,4
177,rap,pop,37
178,rap,rap,58
179,rap,rock,36
180,reggae,alternative,3
181,reggae,blues,1
182,reggae,country,5
183,reggae,dance,17
184,reggae,indie,1
185,reggae,jazz,4
186,reggae,metal,4
187,reggae,pop,20
188,reggae,reggae,31
189,reggae,rock,21
190,rock,alternative,113
191,rock,blues,267
192,rock,country,81
193,rock,dance,123
194,rock,disco,49
195,rock,electronic,33
196,rock,folk,185
197,rock,indie,68
198,rock,jazz,167
199,rock,latin,29
200,rock,metal,141
201,rock,pop,475
202,rock,rap,36
203,rock,reggae,21
204,rock,rock,1069
