,Origin,Dest,Count
0,alternative,alternative,4456
1,alternative,blues,240
2,alternative,country,218
3,alternative,dance,987
4,alternative,disco,282
5,alternative,electronic,1031
6,alternative,folk,691
7,alternative,indie,2728
8,alternative,jazz,324
9,alternative,latin,75
10,alternative,metal,720
11,alternative,pop,2575
12,alternative,rap,350
13,alternative,reggae,77
14,alternative,rock,3790
15,blues,alternative,240
16,blues,blues,999
17,blues,country,95
18,blues,dance,138
19,blues,disco,38
20,blues,electronic,83
21,blues,folk,172
22,blues,indie,207
23,blues,jazz,232
24,blues,latin,10
25,blues,metal,40
26,blues,pop,347
27,blues,rap,68
28,blues,reggae,34
29,blues,rock,519
30,country,alternative,218
31,country,blues,95
32,country,country,1052
33,country,dance,98
34,country,disco,33
35,country,electronic,47
36,country,folk,298
37,country,indie,256
38,country,jazz,40
39,country,latin,4
40,country,metal,20
41,country,pop,275
42,country,rap,33
43,country,reggae,12
44,country,rock,489
45,dance,alternative,987
46,dance,blues,138
47,dance,country,98
48,dance,dance,2914
49,dance,disco,412
50,dance,electronic,1545
51,dance,folk,203
52,dance,indie,962
53,dance,jazz,310
54,dance,latin,93
55,dance,metal,164
56,dance,pop,1610
57,dance,rap,295
58,dance,reggae,224
59,dance,rock,1440
60,disco,alternative,282
61,disco,blues,38
62,disco,country,33
63,disco,dance,412
64,disco,disco,729
65,disco,electronic,387
66,disco,folk,89
67,disco,indie,310
68,disco,jazz,114
69,disco,latin,13
70,disco,metal,73
71,disco,pop,426
72,disco,rap,56
73,disco,reggae,18
74,disco,rock,408
75,electronic,alternative,1031
76,electronic,blues,83
77,electronic,country,47
78,electronic,dance,1545
79,electronic,disco,387
80,electronic,electronic,3649
81,electronic,folk,195
82,electronic,indie,1018
83,electronic,jazz,538
84,electronic,latin,82
85,electronic,metal,212
86,electronic,pop,1485
87,electronic,rap,228
88,electronic,reggae,82
89,electronic,rock,1388
90,folk,alternative,691
91,folk,blues,172
92,folk,country,298
93,folk,dance,203
94,folk,disco,89
95,folk,electronic,195
96,folk,folk,1973
97,folk,indie,863
98,folk,jazz,160
99,folk,latin,47
100,folk,metal,146
101,folk,pop,778
102,folk,rap,55
103,folk,reggae,34
104,folk,rock,1105
105,indie,alternative,2728
106,indie,blues,207
107,indie,country,256
108,indie,dance,962
109,indie,disco,310
110,indie,electronic,1018
111,indie,folk,863
112,indie,indie,4550
113,indie,jazz,271
114,indie,latin,58
115,indie,metal,327
116,indie,pop,2738
117,indie,rap,258
118,indie,reggae,78
119,indie,rock,3555
120,jazz,alternative,324
121,jazz,blues,232
122,jazz,country,40
123,jazz,dance,310
124,jazz,disco,114
125,jazz,electronic,538
126,jazz,folk,160
127,jazz,indie,271
128,jazz,jazz,2033
129,jazz,latin,93
130,jazz,metal,95
131,jazz,pop,524
132,jazz,rap,144
133,jazz,reggae,54
134,jazz,rock,524
135,latin,alternative,75
136,latin,blues,10
137,latin,country,4
138,latin,dance,93
139,latin,disco,13
140,latin,electronic,82
141,latin,folk,47
142,latin,indie,58
143,latin,jazz,93
144,latin,latin,497
145,latin,metal,23
146,latin,pop,205
147,latin,rap,31
148,latin,reggae,49
149,latin,rock,183
150,metal,alternative,720
151,metal,blues,40
152,metal,country,20
153,metal,dance,164
154,metal,disco,73
155,metal,electronic,212
156,metal,folk,146
157,metal,indie,327
158,metal,jazz,95
159,metal,latin,23
160,metal,metal,3243
161,metal,pop,408
162,metal,rap,179
163,metal,reggae,16
164,metal,rock,1641
165,pop,alternative,2575
166,pop,blues,347
167,pop,country,275
168,pop,dance,1610
169,pop,disco,426
170,pop,electronic,1485
171,pop,folk,778
172,pop,indie,2738
173,pop,jazz,524
174,pop,latin,205
175,pop,metal,408
176,pop,pop,6201
177,pop,rap,408
178,pop,reggae,126
179,pop,rock,3912
180,rap,alternative,350
181,rap,blues,68
182,rap,country,33
183,rap,dance,295
184,rap,disco,56
185,rap,electronic,228
186,rap,folk,55
187,rap,indie,258
188,rap,jazz,144
189,rap,latin,31
190,rap,metal,179
191,rap,pop,408
192,rap,rap,1398
193,rap,reggae,78
194,rap,rock,505
195,reggae,alternative,77
196,reggae,blues,34
197,reggae,country,12
198,reggae,dance,224
199,reggae,disco,18
200,reggae,electronic,82
201,reggae,folk,34
202,reggae,indie,78
203,reggae,jazz,54
204,reggae,latin,49
205,reggae,metal,16
206,reggae,pop,126
207,reggae,rap,78
208,reggae,reggae,637
209,reggae,rock,178
210,rock,alternative,3790
211,rock,blues,519
212,rock,country,489
213,rock,dance,1440
214,rock,disco,408
215,rock,electronic,1388
216,rock,folk,1105
217,rock,indie,3555
218,rock,jazz,524
219,rock,latin,183
220,rock,metal,1641
221,rock,pop,3912
222,rock,rap,505
223,rock,reggae,178
224,rock,rock,9494
