,Origin,Dest,Count
0,alternative,alternative,29
1,alternative,blues,18
2,alternative,country,1
3,alternative,dance,9
4,alternative,disco,4
5,alternative,folk,1
6,alternative,indie,6
7,alternative,jazz,14
8,alternative,metal,3
9,alternative,pop,25
10,alternative,rap,2
11,alternative,rock,23
12,blues,alternative,18
13,blues,blues,235
14,blues,country,33
15,blues,dance,37
16,blues,disco,14
17,blues,electronic,4
18,blues,folk,35
19,blues,indie,12
20,blues,jazz,64
21,blues,latin,1
22,blues,metal,15
23,blues,pop,108
24,blues,rap,7
25,blues,rock,133
26,country,alternative,1
27,country,blues,33
28,country,country,60
29,country,dance,3
30,country,electronic,1
31,country,folk,27
32,country,indie,3
33,country,jazz,5
34,country,pop,15
35,country,rock,33
36,dance,alternative,9
37,dance,blues,37
38,dance,country,3
39,dance,dance,65
40,dance,disco,18
41,dance,electronic,3
42,dance,folk,7
43,dance,indie,9
44,dance,jazz,27
45,dance,metal,2
46,dance,pop,58
47,dance,rap,2
48,dance,rock,58
49,disco,alternative,4
50,disco,blues,14
51,disco,dance,18
52,disco,disco,29
53,disco,folk,3
54,disco,indie,1
55,disco,jazz,17
56,disco,pop,26
57,disco,rap,2
58,disco,rock,23
59,electronic,blues,4
60,electronic,country,1
61,electronic,dance,3
62,electronic,electronic,5
63,electronic,folk,4
64,electronic,indie,1
65,electronic,jazz,4
66,electronic,pop,5
67,electronic,rock,5
68,folk,alternative,1
69,folk,blues,35
70,folk,country,27
71,folk,dance,7
72,folk,disco,3
73,folk,electronic,4
74,folk,folk,101
75,folk,indie,5
76,folk,jazz,8
77,folk,latin,2
78,folk,metal,2
79,folk,pop,56
80,folk,rap,3
81,folk,rock,80
82,indie,alternative,6
83,indie,blues,12
84,indie,country,3
85,indie,dance,9
86,indie,disco,1
87,indie,electronic,1
88,indie,folk,5
89,indie,indie,20
90,indie,jazz,6
91,indie,metal,3
92,indie,pop,19
93,indie,rock,16
94,jazz,alternative,14
95,jazz,blues,64
96,jazz,country,5
97,jazz,dance,27
98,jazz,disco,17
99,jazz,electronic,4
100,jazz,folk,8
101,jazz,indie,6
102,jazz,jazz,214
103,jazz,latin,9
104,jazz,metal,3
105,jazz,pop,63
106,jazz,rap,3
107,jazz,rock,58
108,latin,blues,1
109,latin,folk,2
110,latin,jazz,9
111,latin,latin,14
112,latin,pop,3
113,latin,rock,2
114,metal,alternative,3
115,metal,blues,15
116,metal,dance,2
117,metal,folk,2
118,metal,indie,3
119,metal,jazz,3
120,metal,metal,24
121,metal,pop,16
122,metal,rap,3
123,metal,rock,23
124,pop,alternative,25
125,pop,blues,108
126,pop,country,15
127,pop,dance,58
128,pop,disco,26
129,pop,electronic,5
130,pop,folk,56
131,pop,indie,19
132,pop,jazz,63
133,pop,latin,3
134,pop,metal,16
135,pop,pop,330
136,pop,rap,9
137,pop,rock,242
138,rap,alternative,2
139,rap,blues,7
140,rap,dance,2
141,rap,disco,2
142,rap,folk,3
143,rap,jazz,3
144,rap,metal,3
145,rap,pop,9
146,rap,rap,12
147,rap,rock,10
148,rock,alternative,23
149,rock,blues,133
150,rock,country,33
151,rock,dance,58
152,rock,disco,23
153,rock,electronic,5
154,rock,folk,80
155,rock,indie,16
156,rock,jazz,58
157,rock,latin,2
158,rock,metal,23
159,rock,pop,242
160,rock,rap,10
161,rock,rock,345
