,Origin,Dest,Count
0,alternative,alternative,102
1,alternative,blues,27
2,alternative,country,13
3,alternative,dance,14
4,alternative,disco,7
5,alternative,electronic,7
6,alternative,folk,26
7,alternative,indie,40
8,alternative,jazz,27
9,alternative,latin,3
10,alternative,metal,26
11,alternative,pop,89
12,alternative,rap,12
13,alternative,reggae,4
14,alternative,rock,95
15,blues,alternative,27
16,blues,blues,285
17,blues,country,30
18,blues,dance,66
19,blues,disco,47
20,blues,electronic,3
21,blues,folk,49
22,blues,indie,11
23,blues,jazz,106
24,blues,latin,11
25,blues,metal,35
26,blues,pop,125
27,blues,rap,7
28,blues,reggae,5
29,blues,rock,194
30,country,alternative,13
31,country,blues,30
32,country,country,143
33,country,dance,18
34,country,disco,3
35,country,electronic,11
36,country,folk,48
37,country,indie,8
38,country,jazz,11
39,country,latin,5
40,country,metal,7
41,country,pop,66
42,country,rap,6
43,country,reggae,7
44,country,rock,95
45,dance,alternative,14
46,dance,blues,66
47,dance,country,18
48,dance,dance,166
49,dance,disco,83
50,dance,electronic,9
51,dance,folk,17
52,dance,indie,9
53,dance,jazz,69
54,dance,latin,9
55,dance,metal,24
56,dance,pop,130
57,dance,rap,7
58,dance,reggae,1
59,dance,rock,126
60,disco,alternative,7
61,disco,blues,47
62,disco,country,3
63,disco,dance,83
64,disco,disco,160
65,disco,electronic,10
66,disco,folk,8
67,disco,indie,2
68,disco,jazz,74
69,disco,latin,6
70,disco,metal,18
71,disco,pop,90
72,disco,rap,2
73,disco,rock,86
74,electronic,alternative,7
75,electronic,blues,3
76,electronic,country,11
77,electronic,dance,9
78,electronic,disco,10
79,electronic,electronic,41
80,electronic,folk,5
81,electronic,indie,4
82,electronic,jazz,15
83,electronic,latin,1
84,electronic,metal,3
85,electronic,pop,19
86,electronic,rap,7
87,electronic,reggae,4
88,electronic,rock,35
89,folk,alternative,26
90,folk,blues,49
91,folk,country,48
92,folk,dance,17
93,folk,disco,8
94,folk,electronic,5
95,folk,folk,190
96,folk,indie,17
97,folk,jazz,35
98,folk,latin,13
99,folk,metal,6
100,folk,pop,86
101,folk,rap,9
102,folk,reggae,5
103,folk,rock,140
104,indie,alternative,40
105,indie,blues,11
106,indie,country,8
107,indie,dance,9
108,indie,disco,2
109,indie,electronic,4
110,indie,folk,17
111,indie,indie,57
112,indie,jazz,13
113,indie,latin,1
114,indie,metal,11
115,indie,pop,48
116,indie,rap,11
117,indie,reggae,4
118,indie,rock,57
119,jazz,alternative,27
120,jazz,blues,106
121,jazz,country,11
122,jazz,dance,69
123,jazz,disco,74
124,jazz,electronic,15
125,jazz,folk,35
126,jazz,indie,13
127,jazz,jazz,330
128,jazz,latin,9
129,jazz,metal,16
130,jazz,pop,126
131,jazz,rap,10
132,jazz,reggae,9
133,jazz,rock,168
134,latin,alternative,3
135,latin,blues,11
136,latin,country,5
137,latin,dance,9
138,latin,disco,6
139,latin,electronic,1
140,latin,folk,13
141,latin,indie,1
142,latin,jazz,9
143,latin,latin,34
144,latin,pop,17
145,latin,rock,19
146,metal,alternative,26
147,metal,blues,35
148,metal,country,7
149,metal,dance,24
150,metal,disco,18
151,metal,electronic,3
152,metal,folk,6
153,metal,indie,11
154,metal,jazz,16
155,metal,metal,125
156,metal,pop,72
157,metal,rap,2
158,metal,reggae,7
159,metal,rock,120
160,pop,alternative,89
161,pop,blues,125
162,pop,country,66
163,pop,dance,130
164,pop,disco,90
165,pop,electronic,19
166,pop,folk,86
167,pop,indie,48
168,pop,jazz,126
169,pop,latin,17
170,pop,metal,72
171,pop,pop,561
172,pop,rap,17
173,pop,reggae,16
174,pop,rock,436
175,rap,alternative,12
176,rap,blues,7
177,rap,country,6
178,rap,dance,7
179,rap,disco,2
180,rap,electronic,7
181,rap,folk,9
182,rap,indie,11
183,rap,jazz,10
184,rap,metal,2
185,rap,pop,17
186,rap,rap,25
187,rap,reggae,4
188,rap,rock,22
189,reggae,alternative,4
190,reggae,blues,5
191,reggae,country,7
192,reggae,dance,1
193,reggae,electronic,4
194,reggae,folk,5
195,reggae,indie,4
196,reggae,jazz,9
197,reggae,metal,7
198,reggae,pop,16
199,reggae,rap,4
200,reggae,reggae,57
201,reggae,rock,20
202,rock,alternative,95
203,rock,blues,194
204,rock,country,95
205,rock,dance,126
206,rock,disco,86
207,rock,electronic,35
208,rock,folk,140
209,rock,indie,57
210,rock,jazz,168
211,rock,latin,19
212,rock,metal,120
213,rock,pop,436
214,rock,rap,22
215,rock,reggae,20
216,rock,rock,998
