,Origin,Dest,Count
0,alternative,alternative,221
1,alternative,blues,24
2,alternative,country,4
3,alternative,dance,58
4,alternative,disco,29
5,alternative,electronic,24
6,alternative,folk,16
7,alternative,indie,62
8,alternative,jazz,22
9,alternative,metal,51
10,alternative,pop,176
11,alternative,rap,4
12,alternative,reggae,21
13,alternative,rock,217
14,blues,alternative,24
15,blues,blues,219
16,blues,country,15
17,blues,dance,71
18,blues,disco,58
19,blues,electronic,7
20,blues,folk,32
21,blues,indie,5
22,blues,jazz,78
23,blues,latin,4
24,blues,metal,24
25,blues,pop,109
26,blues,rap,5
27,blues,reggae,10
28,blues,rock,153
29,country,alternative,4
30,country,blues,15
31,country,country,76
32,country,dance,9
33,country,disco,4
34,country,electronic,2
35,country,folk,20
36,country,indie,4
37,country,jazz,4
38,country,metal,4
39,country,pop,36
40,country,rap,1
41,country,rock,35
42,dance,alternative,58
43,dance,blues,71
44,dance,country,9
45,dance,dance,272
46,dance,disco,147
47,dance,electronic,44
48,dance,folk,16
49,dance,indie,27
50,dance,jazz,108
51,dance,latin,7
52,dance,metal,36
53,dance,pop,187
54,dance,rap,8
55,dance,reggae,22
56,dance,rock,160
57,disco,alternative,29
58,disco,blues,58
59,disco,country,4
60,disco,dance,147
61,disco,disco,228
62,disco,electronic,32
63,disco,folk,5
64,disco,indie,19
65,disco,jazz,124
66,disco,latin,7
67,disco,metal,25
68,disco,pop,152
69,disco,rap,6
70,disco,reggae,10
71,disco,rock,107
72,electronic,alternative,24
73,electronic,blues,7
74,electronic,country,2
75,electronic,dance,44
76,electronic,disco,32
77,electronic,electronic,103
78,electronic,folk,8
79,electronic,indie,9
80,electronic,jazz,25
81,electronic,metal,17
82,electronic,pop,72
83,electronic,rap,7
84,electronic,reggae,5
85,electronic,rock,70
86,folk,alternative,16
87,folk,blues,32
88,folk,country,20
89,folk,dance,16
90,folk,disco,5
91,folk,electronic,8
92,folk,folk,123
93,folk,indie,11
94,folk,jazz,26
95,folk,latin,2
96,folk,metal,4
97,folk,pop,51
98,folk,rap,1
99,folk,reggae,7
100,folk,rock,93
101,indie,alternative,62
102,indie,blues,5
103,indie,country,4
104,indie,dance,27
105,indie,disco,19
106,indie,electronic,9
107,indie,folk,11
108,indie,indie,98
109,indie,jazz,11
110,indie,metal,13
111,indie,pop,81
112,indie,rap,1
113,indie,reggae,6
114,indie,rock,88
115,jazz,alternative,22
116,jazz,blues,78
117,jazz,country,4
118,jazz,dance,108
119,jazz,disco,124
120,jazz,electronic,25
121,jazz,folk,26
122,jazz,indie,11
123,jazz,jazz,364
124,jazz,latin,20
125,jazz,metal,17
126,jazz,pop,111
127,jazz,rap,12
128,jazz,reggae,11
129,jazz,rock,148
130,latin,blues,4
131,latin,dance,7
132,latin,disco,7
133,latin,folk,2
134,latin,jazz,20
135,latin,latin,28
136,latin,metal,2
137,latin,pop,9
138,latin,rock,20
139,metal,alternative,51
140,metal,blues,24
141,metal,country,4
142,metal,dance,36
143,metal,disco,25
144,metal,electronic,17
145,metal,folk,4
146,metal,indie,13
147,metal,jazz,17
148,metal,latin,2
149,metal,metal,162
150,metal,pop,98
151,metal,rap,6
152,metal,reggae,5
153,metal,rock,147
154,pop,alternative,176
155,pop,blues,109
156,pop,country,36
157,pop,dance,187
158,pop,disco,152
159,pop,electronic,72
160,pop,folk,51
161,pop,indie,81
162,pop,jazz,111
163,pop,latin,9
164,pop,metal,98
165,pop,pop,663
166,pop,rap,11
167,pop,reggae,36
168,pop,rock,514
169,rap,alternative,4
170,rap,blues,5
171,rap,country,1
172,rap,dance,8
173,rap,disco,6
174,rap,electronic,7
175,rap,folk,1
176,rap,indie,1
177,rap,jazz,12
178,rap,metal,6
179,rap,pop,11
180,rap,rap,18
181,rap,reggae,1
182,rap,rock,9
183,reggae,alternative,21
184,reggae,blues,10
185,reggae,dance,22
186,reggae,disco,10
187,reggae,electronic,5
188,reggae,folk,7
189,reggae,indie,6
190,reggae,jazz,11
191,reggae,metal,5
192,reggae,pop,36
193,reggae,rap,1
194,reggae,reggae,120
195,reggae,rock,46
196,rock,alternative,217
197,rock,blues,153
198,rock,country,35
199,rock,dance,160
200,rock,disco,107
201,rock,electronic,70
202,rock,folk,93
203,rock,indie,88
204,rock,jazz,148
205,rock,latin,20
206,rock,metal,147
207,rock,pop,514
208,rock,rap,9
209,rock,reggae,46
210,rock,rock,1169
