,Origin,Dest,Count
0,alternative,alternative,107
1,alternative,blues,40
2,alternative,country,3
3,alternative,dance,30
4,alternative,disco,19
5,alternative,electronic,4
6,alternative,folk,22
7,alternative,indie,23
8,alternative,jazz,24
9,alternative,latin,3
10,alternative,metal,26
11,alternative,pop,77
12,alternative,rap,2
13,alternative,reggae,5
14,alternative,rock,104
15,blues,alternative,40
16,blues,blues,223
17,blues,country,27
18,blues,dance,90
19,blues,disco,73
20,blues,electronic,11
21,blues,folk,29
22,blues,indie,6
23,blues,jazz,111
24,blues,latin,4
25,blues,metal,24
26,blues,pop,135
27,blues,rap,1
28,blues,reggae,12
29,blues,rock,169
30,country,alternative,3
31,country,blues,27
32,country,country,102
33,country,dance,20
34,country,electronic,2
35,country,folk,29
36,country,indie,5
37,country,jazz,12
38,country,latin,2
39,country,metal,2
40,country,pop,42
41,country,rap,4
42,country,reggae,4
43,country,rock,65
44,dance,alternative,30
45,dance,blues,90
46,dance,country,20
47,dance,dance,235
48,dance,disco,149
49,dance,electronic,10
50,dance,folk,11
51,dance,indie,11
52,dance,jazz,119
53,dance,latin,5
54,dance,metal,11
55,dance,pop,164
56,dance,rap,2
57,dance,reggae,17
58,dance,rock,118
59,disco,alternative,19
60,disco,blues,73
61,disco,dance,149
62,disco,disco,247
63,disco,electronic,15
64,disco,folk,5
65,disco,indie,9
66,disco,jazz,128
67,disco,latin,6
68,disco,metal,4
69,disco,pop,163
70,disco,rap,2
71,disco,reggae,10
72,disco,rock,103
73,electronic,alternative,4
74,electronic,blues,11
75,electronic,country,2
76,electronic,dance,10
77,electronic,disco,15
78,electronic,electronic,53
79,electronic,folk,5
80,electronic,indie,1
81,electronic,jazz,22
82,electronic,metal,5
83,electronic,pop,21
84,electronic,rap,3
85,electronic,reggae,4
86,electronic,rock,40
87,folk,alternative,22
88,folk,blues,29
89,folk,country,29
90,folk,dance,11
91,folk,disco,5
92,folk,electronic,5
93,folk,folk,114
94,folk,indie,9
95,folk,jazz,20
96,folk,latin,6
97,folk,metal,9
98,folk,pop,61
99,folk,rap,3
100,folk,reggae,5
101,folk,rock,74
102,indie,alternative,23
103,indie,blues,6
104,indie,country,5
105,indie,dance,11
106,indie,disco,9
107,indie,electronic,1
108,indie,folk,9
109,indie,indie,44
110,indie,jazz,11
111,indie,metal,4
112,indie,pop,33
113,indie,rap,3
114,indie,reggae,7
115,indie,rock,41
116,jazz,alternative,24
117,jazz,blues,111
118,jazz,country,12
119,jazz,dance,119
120,jazz,disco,128
121,jazz,electronic,22
122,jazz,folk,20
123,jazz,indie,11
124,jazz,jazz,406
125,jazz,latin,10
126,jazz,metal,22
127,jazz,pop,144
128,jazz,rap,15
129,jazz,reggae,22
130,jazz,rock,187
131,latin,alternative,3
132,latin,blues,4
133,latin,country,2
134,latin,dance,5
135,latin,disco,6
136,latin,folk,6
137,latin,jazz,10
138,latin,latin,32
139,latin,pop,7
140,latin,rap,1
141,latin,reggae,1
142,latin,rock,9
143,metal,alternative,26
144,metal,blues,24
145,metal,country,2
146,metal,dance,11
147,metal,disco,4
148,metal,electronic,5
149,metal,folk,9
150,metal,indie,4
151,metal,jazz,22
152,metal,metal,134
153,metal,pop,76
154,metal,reggae,2
155,metal,rock,130
156,pop,alternative,77
157,pop,blues,135
158,pop,country,42
159,pop,dance,164
160,pop,disco,163
161,pop,electronic,21
162,pop,folk,61
163,pop,indie,33
164,pop,jazz,144
165,pop,latin,7
166,pop,metal,76
167,pop,pop,543
168,pop,rap,9
169,pop,reggae,27
170,pop,rock,385
171,rap,alternative,2
172,rap,blues,1
173,rap,country,4
174,rap,dance,2
175,rap,disco,2
176,rap,electronic,3
177,rap,folk,3
178,rap,indie,3
179,rap,jazz,15
180,rap,latin,1
181,rap,pop,9
182,rap,rap,26
183,rap,reggae,2
184,rap,rock,23
185,reggae,alternative,5
186,reggae,blues,12
187,reggae,country,4
188,reggae,dance,17
189,reggae,disco,10
190,reggae,electronic,4
191,reggae,folk,5
192,reggae,indie,7
193,reggae,jazz,22
194,reggae,latin,1
195,reggae,metal,2
196,reggae,pop,27
197,reggae,rap,2
198,reggae,reggae,120
199,reggae,rock,48
200,rock,alternative,104
201,rock,blues,169
202,rock,country,65
203,rock,dance,118
204,rock,disco,103
205,rock,electronic,40
206,rock,folk,74
207,rock,indie,41
208,rock,jazz,187
209,rock,latin,9
210,rock,metal,130
211,rock,pop,385
212,rock,rap,23
213,rock,reggae,48
214,rock,rock,911
