,Origin,Dest,Count
0,alternative,alternative,404
1,alternative,blues,19
2,alternative,country,10
3,alternative,dance,164
4,alternative,disco,50
5,alternative,electronic,115
6,alternative,folk,17
7,alternative,indie,130
8,alternative,jazz,34
9,alternative,latin,1
10,alternative,metal,59
11,alternative,pop,263
12,alternative,rap,26
13,alternative,reggae,25
14,alternative,rock,350
15,blues,alternative,19
16,blues,blues,143
17,blues,country,9
18,blues,dance,70
19,blues,disco,36
20,blues,electronic,13
21,blues,folk,5
22,blues,indie,15
23,blues,jazz,50
24,blues,latin,4
25,blues,metal,17
26,blues,pop,74
27,blues,rap,8
28,blues,reggae,8
29,blues,rock,100
30,country,alternative,10
31,country,blues,9
32,country,country,62
33,country,dance,27
34,country,disco,11
35,country,electronic,10
36,country,folk,18
37,country,indie,4
38,country,jazz,9
39,country,latin,4
40,country,metal,3
41,country,pop,36
42,country,rap,3
43,country,reggae,4
44,country,rock,39
45,dance,alternative,164
46,dance,blues,70
47,dance,country,27
48,dance,dance,412
49,dance,disco,135
50,dance,electronic,133
51,dance,folk,15
52,dance,indie,83
53,dance,jazz,78
54,dance,latin,8
55,dance,metal,34
56,dance,pop,301
57,dance,rap,27
58,dance,reggae,43
59,dance,rock,291
60,disco,alternative,50
61,disco,blues,36
62,disco,country,11
63,disco,dance,135
64,disco,disco,201
65,disco,electronic,65
66,disco,folk,10
67,disco,indie,26
68,disco,jazz,69
69,disco,latin,13
70,disco,metal,13
71,disco,pop,136
72,disco,rap,20
73,disco,reggae,14
74,disco,rock,100
75,electronic,alternative,115
76,electronic,blues,13
77,electronic,country,10
78,electronic,dance,133
79,electronic,disco,65
80,electronic,electronic,256
81,electronic,folk,9
82,electronic,indie,47
83,electronic,jazz,35
84,electronic,latin,1
85,electronic,metal,20
86,electronic,pop,181
87,electronic,rap,7
88,electronic,reggae,11
89,electronic,rock,162
90,folk,alternative,17
91,folk,blues,5
92,folk,country,18
93,folk,dance,15
94,folk,disco,10
95,folk,electronic,9
96,folk,folk,83
97,folk,indie,6
98,folk,jazz,12
99,folk,latin,3
100,folk,metal,2
101,folk,pop,36
102,folk,rap,4
103,folk,reggae,5
104,folk,rock,48
105,indie,alternative,130
106,indie,blues,15
107,indie,country,4
108,indie,dance,83
109,indie,disco,26
110,indie,electronic,47
111,indie,folk,6
112,indie,indie,196
113,indie,jazz,13
114,indie,latin,1
115,indie,metal,9
116,indie,pop,130
117,indie,rap,11
118,indie,reggae,11
119,indie,rock,173
120,jazz,alternative,34
121,jazz,blues,50
122,jazz,country,9
123,jazz,dance,78
124,jazz,disco,69
125,jazz,electronic,35
126,jazz,folk,12
127,jazz,indie,13
128,jazz,jazz,221
129,jazz,latin,12
130,jazz,metal,11
131,jazz,pop,94
132,jazz,rap,13
133,jazz,reggae,22
134,jazz,rock,92
135,latin,alternative,1
136,latin,blues,4
137,latin,country,4
138,latin,dance,8
139,latin,disco,13
140,latin,electronic,1
141,latin,folk,3
142,latin,indie,1
143,latin,jazz,12
144,latin,latin,34
145,latin,metal,1
146,latin,pop,11
147,latin,rap,4
148,latin,reggae,4
149,latin,rock,6
150,metal,alternative,59
151,metal,blues,17
152,metal,country,3
153,metal,dance,34
154,metal,disco,13
155,metal,electronic,20
156,metal,folk,2
157,metal,indie,9
158,metal,jazz,11
159,metal,latin,1
160,metal,metal,225
161,metal,pop,72
162,metal,rap,6
163,metal,rock,217
164,pop,alternative,263
165,pop,blues,74
166,pop,country,36
167,pop,dance,301
168,pop,disco,136
169,pop,electronic,181
170,pop,folk,36
171,pop,indie,130
172,pop,jazz,94
173,pop,latin,11
174,pop,metal,72
175,pop,pop,864
176,pop,rap,39
177,pop,reggae,45
178,pop,rock,612
179,rap,alternative,26
180,rap,blues,8
181,rap,country,3
182,rap,dance,27
183,rap,disco,20
184,rap,electronic,7
185,rap,folk,4
186,rap,indie,11
187,rap,jazz,13
188,rap,latin,4
189,rap,metal,6
190,rap,pop,39
191,rap,rap,53
192,rap,rock,34
193,reggae,alternative,25
194,reggae,blues,8
195,reggae,country,4
196,reggae,dance,43
197,reggae,disco,14
198,reggae,electronic,11
199,reggae,folk,5
200,reggae,indie,11
201,reggae,jazz,22
202,reggae,latin,4
203,reggae,pop,45
204,reggae,reggae,129
205,reggae,rock,49
206,rock,alternative,350
207,rock,blues,100
208,rock,country,39
209,rock,dance,291
210,rock,disco,100
211,rock,electronic,162
212,rock,folk,48
213,rock,indie,173
214,rock,jazz,92
215,rock,latin,6
216,rock,metal,217
217,rock,pop,612
218,rock,rap,34
219,rock,reggae,49
220,rock,rock,1343
