,Origin,Dest,Count
0,alternative,alternative,891
1,alternative,blues,67
2,alternative,country,28
3,alternative,dance,157
4,alternative,disco,32
5,alternative,electronic,158
6,alternative,folk,114
7,alternative,indie,352
8,alternative,jazz,110
9,alternative,latin,10
10,alternative,metal,181
11,alternative,pop,445
12,alternative,rap,66
13,alternative,reggae,12
14,alternative,rock,706
15,blues,alternative,67
16,blues,blues,599
17,blues,country,49
18,blues,dance,65
19,blues,disco,14
20,blues,electronic,33
21,blues,folk,47
22,blues,indie,33
23,blues,jazz,149
24,blues,latin,3
25,blues,metal,28
26,blues,pop,158
27,blues,rap,32
28,blues,reggae,7
29,blues,rock,282
30,country,alternative,28
31,country,blues,49
32,country,country,439
33,country,dance,28
34,country,disco,3
35,country,electronic,4
36,country,folk,84
37,country,indie,39
38,country,jazz,17
39,country,latin,2
40,country,metal,9
41,country,pop,78
42,country,rap,7
43,country,reggae,3
44,country,rock,160
45,dance,alternative,157
46,dance,blues,65
47,dance,country,28
48,dance,dance,651
49,dance,disco,88
50,dance,electronic,277
51,dance,folk,48
52,dance,indie,59
53,dance,jazz,146
54,dance,latin,21
55,dance,metal,33
56,dance,pop,362
57,dance,rap,72
58,dance,reggae,39
59,dance,rock,262
60,disco,alternative,32
61,disco,blues,14
62,disco,country,3
63,disco,dance,88
64,disco,disco,137
65,disco,electronic,58
66,disco,folk,10
67,disco,indie,23
68,disco,jazz,28
69,disco,latin,5
70,disco,metal,14
71,disco,pop,93
72,disco,rap,9
73,disco,reggae,2
74,disco,rock,71
75,electronic,alternative,158
76,electronic,blues,33
77,electronic,country,4
78,electronic,dance,277
79,electronic,disco,58
80,electronic,electronic,552
81,electronic,folk,45
82,electronic,indie,66
83,electronic,jazz,138
84,electronic,latin,6
85,electronic,metal,35
86,electronic,pop,255
87,electronic,rap,48
88,electronic,reggae,12
89,electronic,rock,201
90,folk,alternative,114
91,folk,blues,47
92,folk,country,84
93,folk,dance,48
94,folk,disco,10
95,folk,electronic,45
96,folk,folk,391
97,folk,indie,77
98,folk,jazz,57
99,folk,latin,19
100,folk,metal,32
101,folk,pop,171
102,folk,rap,21
103,folk,reggae,8
104,folk,rock,223
105,indie,alternative,352
106,indie,blues,33
107,indie,country,39
108,indie,dance,59
109,indie,disco,23
110,indie,electronic,66
111,indie,folk,77
112,indie,indie,566
113,indie,jazz,47
114,indie,latin,6
115,indie,metal,62
116,indie,pop,296
117,indie,rap,24
118,indie,reggae,7
119,indie,rock,451
120,jazz,alternative,110
121,jazz,blues,149
122,jazz,country,17
123,jazz,dance,146
124,jazz,disco,28
125,jazz,electronic,138
126,jazz,folk,57
127,jazz,indie,47
128,jazz,jazz,888
129,jazz,latin,21
130,jazz,metal,40
131,jazz,pop,203
132,jazz,rap,78
133,jazz,reggae,3
134,jazz,rock,197
135,latin,alternative,10
136,latin,blues,3
137,latin,country,2
138,latin,dance,21
139,latin,disco,5
140,latin,electronic,6
141,latin,folk,19
142,latin,indie,6
143,latin,jazz,21
144,latin,latin,150
145,latin,metal,3
146,latin,pop,62
147,latin,rap,3
148,latin,reggae,6
149,latin,rock,66
150,metal,alternative,181
151,metal,blues,28
152,metal,country,9
153,metal,dance,33
154,metal,disco,14
155,metal,electronic,35
156,metal,folk,32
157,metal,indie,62
158,metal,jazz,40
159,metal,latin,3
160,metal,metal,743
161,metal,pop,116
162,metal,rap,38
163,metal,reggae,2
164,metal,rock,421
165,pop,alternative,445
166,pop,blues,158
167,pop,country,78
168,pop,dance,362
169,pop,disco,93
170,pop,electronic,255
171,pop,folk,171
172,pop,indie,296
173,pop,jazz,203
174,pop,latin,62
175,pop,metal,116
176,pop,pop,1615
177,pop,rap,91
178,pop,reggae,22
179,pop,rock,957
180,rap,alternative,66
181,rap,blues,32
182,rap,country,7
183,rap,dance,72
184,rap,disco,9
185,rap,electronic,48
186,rap,folk,21
187,rap,indie,24
188,rap,jazz,78
189,rap,latin,3
190,rap,metal,38
191,rap,pop,91
192,rap,rap,307
193,rap,reggae,15
194,rap,rock,96
195,reggae,alternative,12
196,reggae,blues,7
197,reggae,country,3
198,reggae,dance,39
199,reggae,disco,2
200,reggae,electronic,12
201,reggae,folk,8
202,reggae,indie,7
203,reggae,jazz,3
204,reggae,latin,6
205,reggae,metal,2
206,reggae,pop,22
207,reggae,rap,15
208,reggae,reggae,130
209,reggae,rock,61
210,rock,alternative,706
211,rock,blues,282
212,rock,country,160
213,rock,dance,262
214,rock,disco,71
215,rock,electronic,201
216,rock,folk,223
217,rock,indie,451
218,rock,jazz,197
219,rock,latin,66
220,rock,metal,421
221,rock,pop,957
222,rock,rap,96
223,rock,reggae,61
224,rock,rock,2621
