,Origin,Dest,Count
0,alternative,alternative,39
1,alternative,blues,22
2,alternative,country,3
3,alternative,dance,10
4,alternative,disco,2
5,alternative,electronic,2
6,alternative,folk,11
7,alternative,indie,7
8,alternative,jazz,4
9,alternative,metal,6
10,alternative,pop,33
11,alternative,rock,30
12,blues,alternative,22
13,blues,blues,321
14,blues,country,34
15,blues,dance,70
16,blues,disco,10
17,blues,electronic,2
18,blues,folk,49
19,blues,indie,18
20,blues,jazz,83
21,blues,latin,4
22,blues,metal,21
23,blues,pop,146
24,blues,rap,12
25,blues,rock,189
26,country,alternative,3
27,country,blues,34
28,country,country,70
29,country,dance,2
30,country,electronic,2
31,country,folk,23
32,country,indie,9
33,country,jazz,7
34,country,metal,5
35,country,pop,21
36,country,rap,3
37,country,rock,19
38,dance,alternative,10
39,dance,blues,70
40,dance,country,2
41,dance,dance,110
42,dance,disco,8
43,dance,electronic,1
44,dance,folk,4
45,dance,indie,4
46,dance,jazz,31
47,dance,latin,2
48,dance,metal,7
49,dance,pop,68
50,dance,rap,5
51,dance,reggae,5
52,dance,rock,87
53,disco,alternative,2
54,disco,blues,10
55,disco,dance,8
56,disco,disco,17
57,disco,electronic,1
58,disco,folk,2
59,disco,indie,1
60,disco,jazz,13
61,disco,latin,1
62,disco,pop,7
63,disco,rap,2
64,disco,reggae,2
65,disco,rock,13
66,electronic,alternative,2
67,electronic,blues,2
68,electronic,country,2
69,electronic,dance,1
70,electronic,disco,1
71,electronic,electronic,7
72,electronic,folk,3
73,electronic,indie,5
74,electronic,jazz,5
75,electronic,metal,5
76,electronic,pop,4
77,electronic,rock,6
78,folk,alternative,11
79,folk,blues,49
80,folk,country,23
81,folk,dance,4
82,folk,disco,2
83,folk,electronic,3
84,folk,folk,140
85,folk,indie,13
86,folk,jazz,17
87,folk,latin,2
88,folk,metal,5
89,folk,pop,73
90,folk,rap,10
91,folk,rock,77
92,indie,alternative,7
93,indie,blues,18
94,indie,country,9
95,indie,dance,4
96,indie,disco,1
97,indie,electronic,5
98,indie,folk,13
99,indie,indie,25
100,indie,jazz,6
101,indie,metal,10
102,indie,pop,18
103,indie,rap,5
104,indie,rock,22
105,jazz,alternative,4
106,jazz,blues,83
107,jazz,country,7
108,jazz,dance,31
109,jazz,disco,13
110,jazz,electronic,5
111,jazz,folk,17
112,jazz,indie,6
113,jazz,jazz,229
114,jazz,latin,21
115,jazz,metal,4
116,jazz,pop,63
117,jazz,rap,13
118,jazz,reggae,2
119,jazz,rock,65
120,latin,blues,4
121,latin,dance,2
122,latin,disco,1
123,latin,folk,2
124,latin,jazz,21
125,latin,latin,26
126,latin,pop,12
127,latin,rock,3
128,metal,alternative,6
129,metal,blues,21
130,metal,country,5
131,metal,dance,7
132,metal,electronic,5
133,metal,folk,5
134,metal,indie,10
135,metal,jazz,4
136,metal,metal,27
137,metal,pop,18
138,metal,rock,26
139,pop,alternative,33
140,pop,blues,146
141,pop,country,21
142,pop,dance,68
143,pop,disco,7
144,pop,electronic,4
145,pop,folk,73
146,pop,indie,18
147,pop,jazz,63
148,pop,latin,12
149,pop,metal,18
150,pop,pop,309
151,pop,rap,12
152,pop,rock,228
153,rap,blues,12
154,rap,country,3
155,rap,dance,5
156,rap,disco,2
157,rap,folk,10
158,rap,indie,5
159,rap,jazz,13
160,rap,pop,12
161,rap,rap,21
162,rap,reggae,2
163,rap,rock,16
164,reggae,dance,5
165,reggae,disco,2
166,reggae,jazz,2
167,reggae,rap,2
168,reggae,reggae,7
169,reggae,rock,7
170,rock,alternative,30
171,rock,blues,189
172,rock,country,19
173,rock,dance,87
174,rock,disco,13
175,rock,electronic,6
176,rock,folk,77
177,rock,indie,22
178,rock,jazz,65
179,rock,latin,3
180,rock,metal,26
181,rock,pop,228
182,rock,rap,16
183,rock,reggae,7
184,rock,rock,386
