Genre,alternative,blues,country,dance,disco,electronic,folk,indie,jazz,latin,metal,pop,rap,reggae,rock
alternative,1.0,0.15519455214,0.461963526589,0.271807174247,0.34109781834,0.298431251614,0.310363760646,0.853115135847,0.190122418348,0.371149521712,0.58284464504,0.60100519042,0.28539597503,0.0250590845314,0.781631362536
blues,0.195578829674,1.0,0.608263494141,0.404617547112,0.307083858336,0.177261812703,0.596525152343,0.359779419586,0.609606758794,0.532597540863,0.0913223336508,0.343921959773,0.548715589696,0.438302618858,0.382383284887
country,0.374830929049,0.521972340857,1.0,0.023677527552,0.108720559106,0.142478906957,0.929188151525,0.77188717973,0.38830075439,0.757724079343,0.235323679606,0.329812488615,0.403160237053,0.245986197265,0.430398125112
dance,0.133359707564,0.255847875502,0.0,1.0,0.829593050758,0.332261481103,0.0,0.0,0.377642455421,0.0903263720632,0.287013433249,0.692242745327,0.413550982882,0.615233934025,0.502305003428
disco,0.275995231982,0.200397076252,0.15715327624,0.842668638321,1.0,0.136119470291,0.0753861083894,0.107763688943,0.216558104388,0.0,0.477487789031,0.914494003686,0.0959355441158,0.298524915594,0.781012210162
electronic,0.298245297713,0.135728949589,0.261799829196,0.438785290871,0.213591314268,1.0,0.270157361439,0.433897833797,0.708137738436,0.350578667114,0.264003050357,0.190983583156,0.67040153055,0.428583837684,0.177011037847
folk,0.22335810227,0.522811002744,0.931368908529,0.053744841378,0.0523659129093,0.178296992686,1.0,0.684590133966,0.577401203318,0.767780648688,0.190734944811,0.218173976944,0.575277524006,0.279783213551,0.27410280524
indie,0.825188690245,0.19980593524,0.766355044868,0.0,0.0336111875734,0.326446338886,0.666675670764,1.0,0.2887870439,0.631121119499,0.494740090116,0.339619310359,0.4361780557,0.0870487614724,0.550484134079
jazz,0.0981363319332,0.543440884035,0.413762369183,0.417670230924,0.206023175866,0.6750740771,0.582122460016,0.334529676555,1.0,0.493988561539,0.0,0.182440020056,0.77715501753,0.403726742866,0.0837786062815
latin,0.330130232123,0.477113788562,0.777890329219,0.18579061124,0.0305565033594,0.308400872602,0.780345224831,0.669832521692,0.515959386833,1.0,0.107965213736,0.226253727536,0.647201987296,0.409044637851,0.248357046092
metal,0.562865831144,0.0,0.310381653483,0.372222424486,0.501697695977,0.228958329721,0.246979189693,0.555123678309,0.0589874455304,0.122482593157,1.0,0.537706347641,0.275046783344,0.0361992207708,0.755045825419
pop,0.527933325971,0.18479879713,0.317587992155,0.694048973644,0.907931262696,0.0430740452309,0.178617441045,0.343495086748,0.131371236925,0.140607254213,0.478040153767,1.0,0.026546950129,0.137726897456,0.887784414236
rap,0.13146656055,0.423970625034,0.37570038296,0.401093718871,0.0,0.599510461735,0.541620075108,0.424201432652,0.756778237228,0.597464457023,0.159158505805,0.0,1.0,0.650129895305,0.0
reggae,0.0,0.394941569681,0.334397058494,0.668391247158,0.345192760417,0.41405193176,0.344029661966,0.213177438486,0.450781041038,0.43097231276,0.0566083141997,0.252466867864,0.704738071365,1.0,0.156081286531
rock,0.734593625088,0.211660402503,0.404191452322,0.491733039305,0.757774140535,0.0,0.216578541471,0.540935583983,0.0,0.142390280895,0.71588837813,0.88472419314,0.0,0.0,1.0
