Genre,alternative,blues,country,dance,disco,electronic,folk,indie,jazz,latin,metal,pop,rap,reggae,rock
alternative,1.0,0.0724182063744,0.245092354259,0.581665978685,0.590132969609,0.614669490434,0.276395051872,0.853723971312,0.259546379603,0.298445968105,0.522498652717,0.794376833118,0.0963108378159,0.0739843864828,0.844130809149
blues,0.0327187343939,1.0,0.767088616942,0.177389697266,0.11672148497,0.0,0.67410395733,0.256552190354,0.286686997748,0.364686168389,0.313176446007,0.117874238262,0.482759671963,0.602038393288,0.300063718039
country,0.142971390768,0.746433632297,1.0,0.0337122463153,0.0153712057711,0.0872629216295,0.839843794255,0.402579384335,0.292292570714,0.272632132356,0.167634191874,0.221031333794,0.36167025296,0.572950209602,0.333226321694
dance,0.508506016833,0.073194496156,0.0,1.0,0.950252401568,0.576816613047,0.0,0.410850686192,0.222031116093,0.37671761253,0.550291115097,0.641581354719,0.472260291805,0.356547249964,0.554910932682
disco,0.53887484778,0.0470438161905,0.024231345746,0.952362065149,1.0,0.63088607198,0.0424073452235,0.487855815748,0.252312961454,0.410562100042,0.58587342968,0.772878388718,0.320324724719,0.220384653159,0.615278926797
electronic,0.598177771997,0.0,0.161612570244,0.624392590884,0.657874718946,1.0,0.432916696318,0.351197338864,0.695674860078,0.101936863546,0.162990676926,0.634301575619,0.397651400387,0.243078717497,0.397766819994
folk,0.149848063811,0.632824625435,0.83425619839,0.0,0.0,0.361087594887,1.0,0.249771000073,0.666937673844,0.240487585781,0.0,0.192640534404,0.443381689144,0.450617710617,0.154498640155
indie,0.841098705756,0.225530713807,0.428346347314,0.455265816217,0.505494993915,0.3241250733,0.30632969886,1.0,0.000935227733947,0.461841715981,0.687371641703,0.792042381076,0.0183123048004,0.0797487060544,0.906844057093
jazz,0.275403940944,0.330612363777,0.38997116243,0.352014461566,0.349657505688,0.714415010784,0.722585857596,0.100010424876,1.0,0.0,0.0283998297703,0.296476818533,0.529422439648,0.378195030252,0.149811109895
latin,0.383254222491,0.464409568094,0.436754571155,0.533625394653,0.539417651007,0.242903272053,0.431690499268,0.56448730779,0.101647143286,1.0,0.428857806983,0.505757894111,0.253633562589,0.264546649765,0.503961592024
metal,0.519066393269,0.33663104302,0.261546317241,0.614479947658,0.629261410089,0.191574024505,0.142734188084,0.710142447376,0.0,0.345650598729,1.0,0.595838261176,0.289716281476,0.109984655101,0.767554228825
pop,0.776259026547,0.0795431701661,0.253393145957,0.668052766594,0.780337402998,0.6184108582,0.252268975128,0.791697711022,0.217735205975,0.388258193582,0.563365394768,1.0,0.0166852504398,0.0,0.868431340299
rap,0.0,0.451125892404,0.377807869338,0.502943590405,0.33149205748,0.360812504066,0.475744017718,0.0,0.46787454659,0.0605190721338,0.2196269526,0.0,1.0,0.762616382013,0.0
reggae,0.0176994966663,0.595175608062,0.600972272837,0.419038037964,0.264926763858,0.230025729201,0.503972571833,0.101375571487,0.325965479671,0.112565868686,0.0626257326865,0.0251168197422,0.772440025844,1.0,0.085269940909
rock,0.827519021613,0.257256479607,0.35008302919,0.580788842841,0.621600045721,0.360934982592,0.203656909445,0.905106335383,0.0386130008128,0.375616854639,0.744616960693,0.866198834341,0.0,0.0457815276441,1.0
