Genre,alternative,blues,country,dance,disco,electronic,folk,indie,jazz,latin,metal,pop,rap,reggae,rock
alternative,1.0,0.0,0.593179431702,0.173925105267,0.148381211605,0.684872222874,0.502638928022,0.0884785066377,0.277292550168,0.3774993908,0.619104740008,0.515813905541,0.26431942573,0.110779467007,0.540083571821
blues,0.0,1.0,0.388167990445,0.681223853423,0.556526235599,0.154520268849,0.41357541809,0.337127081206,0.60128197993,0.0439386802219,0.406734065861,0.463349747544,0.22620875046,0.542419090525,0.52279372038
country,0.58082535007,0.369588245024,1.0,0.117479161851,0.019109087093,0.658565895512,0.888988714723,0.0,0.729782581297,0.0802751740778,0.13502208875,0.449602013073,0.0,0.238400498673,0.321665197496
dance,0.13091836798,0.664627873959,0.0988978868495,1.0,0.821675136118,0.0,0.299488407334,0.407055689042,0.199024898248,0.308250312945,0.519548446946,0.660069436321,0.4492250974,0.475710965881,0.648237688274
disco,0.189727361324,0.578056916826,0.094237069526,0.83872884613,1.0,0.0956328222587,0.26800620035,0.343943540216,0.183917952673,0.318055003891,0.519233031327,0.508417103879,0.445473790972,0.525546307016,0.546385162364
electronic,0.668466183168,0.110503285751,0.651377078301,0.0,0.0,1.0,0.510721001035,0.0803108953713,0.634447325909,0.44689936188,0.420269568559,0.155230372479,0.370753005056,0.0,0.144654227473
folk,0.467026435901,0.371585720906,0.884546022188,0.28647686835,0.175567050493,0.50163296761,1.0,0.0251120514378,0.708837517365,0.0978179453251,0.0,0.509678241122,0.0703250017464,0.282344840881,0.273151639882
indie,0.283029497913,0.478607654489,0.236617383147,0.556690402733,0.457637503728,0.312402532499,0.28442493548,1.0,0.328210933683,0.290179604411,0.650205010574,0.259133048271,0.602414075954,0.273337668513,0.429570116514
jazz,0.286394877833,0.606303738133,0.741049556015,0.248250243852,0.153078200494,0.656913013893,0.731714646969,0.156676924552,1.0,0.0,0.16338205985,0.256253172208,0.108481273902,0.289435083135,0.191877907618
latin,0.385339637248,0.0559800441275,0.118623983757,0.350763016951,0.292284292786,0.480891142655,0.168703918009,0.108934710258,0.0,1.0,0.508697471104,0.0740874655259,0.878073637955,0.330771366236,0.0
metal,0.591831537078,0.364254508059,0.100405509907,0.510624377483,0.45851982599,0.409501459668,0.0,0.523444937411,0.0920422836411,0.466803303193,1.0,0.374498755089,0.594536255041,0.233044999213,0.663175867616
pop,0.557042012964,0.50904514134,0.511308311281,0.704403497481,0.527326724319,0.265406015197,0.58140164941,0.138300041099,0.310903691227,0.14212352119,0.465995981882,1.0,0.112112143709,0.224901138387,0.87821458283
rap,0.241978721799,0.20271072453,0.0,0.460582411715,0.399478935266,0.383728461762,0.106099084658,0.479178703748,0.0696911533158,0.872768602684,0.610138582368,0.0,1.0,0.30775105429,0.0371854536984
reggae,0.130232255063,0.552429233252,0.277016545829,0.512557444243,0.512245025578,0.0702789415064,0.344948042198,0.0963669868141,0.296114288447,0.337062016589,0.299948772851,0.171293604992,0.34285075943,1.0,0.116879635375
rock,0.590011007209,0.574598100986,0.413125464864,0.701941553526,0.574994464583,0.27524062795,0.395351177529,0.353510956567,0.270416796975,0.0971869103654,0.719803570868,0.881330711604,0.167002286781,0.195141827096,1.0
